target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	8.72727	25	360.706
gene-HO397_00010	2463	2314.18	1995	108.552
gene-HO397_00015	933	756.995	887	147.544
gene-HO397_00020	1287	1108.74	959	108.913
gene-HO397_00025	297	106.495	125	147.799
gene-HO397_00030	777	530.423	121	28.7246
gene-HO397_00035	1431	1370.81	62	5.69514
gene-HO397_00040	954	712.021	2462	435.399
gene-HO397_00045	588	350.843	208	74.6522
gene-HO397_00050	567	391.673	156	50.1525
gene-HO397_00055	714	489.142	13	3.34657
gene-HO397_00060	405	201.985	5	3.11705
gene-HO397_00065	1917	1627.46	42187	3264.08
gene-HO397_00070	1131	961.325	4404	576.858
gene-HO397_00075	1113	1064.65	794	93.9087
gene-HO397_00080	210	47.7281	33	87.0626
gene-HO397_00085	1167	1014.82	226	28.0422
gene-HO397_00090	900	665.729	67	12.6727
gene-HO397_00095	960	526.134	7	1.6753
gene-HO397_00100	1353	960.369	4	0.524461
gene-HO397_00105	1089	591.234	2	0.425954
gene-HO397_00110	698	505.157	71.3973	17.797
gene-HO397_00115	347	149.048	2	1.68964
gene-HO397_00120	264	81.076	400	621.24
gene-HO397_00125	219	52.5978	14	33.516
gene-HO397_00130	942	750.494	1685	282.712
gene-HO397_00135	2817	2840.06	14243	631.49
gene-HO397_00140	495	303.402	786	326.208
gene-HO397_00145	450	256.505	741	363.759
gene-HO397_00150	951	833.646	2845	429.726
gene-HO397_00155	915	720.302	349	61.0102
gene-HO397_00160	822	676.595	207	38.5242
gene-HO397_00165	1149	979.489	2113	271.639
gene-HO397_00170	3222	3122.58	6949	280.221
gene-HO397_00175	396	193.647	23	14.9558
gene-HO397_00180	591	440.308	26	7.43548
gene-HO397_00185	786	584.819	6	1.29188
gene-HO397_00190	1554	1402.28	31	2.78368
gene-HO397_00195	1217	1058.92	43	5.11325
gene-HO397_00200	1143	1038.91	25	3.03007
gene-HO397_00205	1515	1593.45	4	0.316092
gene-HO397_00210	771	572.384	9	1.97992
gene-HO397_00215	942	754.343	15	2.50388
gene-HO397_00220	1287	1110.93	9	1.02011
gene-HO397_00225	288	99.2885	4	5.07286
gene-HO397_00230	1332	1270.47	11	1.09023
gene-HO397_00235	531	330.465	4	1.52414
gene-HO397_00240	1863	1742.22	123	8.88986
gene-HO397_00245	480	256.909	97	47.5427
gene-HO397_00250	843	702.263	417	74.7701
gene-HO397_00255	378	208.516	336	202.905
gene-HO397_00260	822	615.276	1307	267.484
gene-HO397_00265	990	833.535	827	124.932
gene-HO397_00270	1287	1047.36	1730	207.99
gene-HO397_00275	2355	2209.97	3773	214.977
gene-HO397_00280	816	607.191	63	13.0649
gene-HO397_00285	660	529.117	380	90.4323
gene-HO397_00290	2907	2627.58	1605	76.9149
gene-HO397_00295	2352	2263.98	419	23.3041
gene-HO397_00300	696	551.881	13	2.96612
gene-HO397_00305	1503	1459.95	40	3.44997
gene-HO397_00310	1701	1652.43	39	2.97189
gene-HO397_00315	879	748.129	524	88.1955
gene-HO397_00320	765	574.669	178	39.0026
gene-HO397_00325	699	521.121	130	31.412
gene-HO397_00330	1611	1549.89	180	14.6239
gene-HO397_00335	984	791.475	304	48.3647
gene-HO397_00340	1656	1593.17	364	28.7694
gene-HO397_00345	132	16.7772	40	300.215
gene-HO397_00350	1179	894.297	83	11.6866
gene-HO397_00355	606	380.698	147	48.6215
gene-HO397_00360	1401	1309.06	345	33.1857
gene-HO397_00365	1092	955.19	168	22.1468
gene-HO397_00370	1572	1352.37	194	18.0633
gene-HO397_00375	87	9.76812	3	38.6725
gene-HO397_00380	945	570.026	34	7.51063
gene-HO397_00385	1725	1767.7	191	13.6055
gene-HO397_00390	492	275.293	110	50.3141
gene-HO397_00395	87	9.76812	0	0
gene-HO397_00400	1005	806.953	432	67.4104
gene-HO397_00405	459	229.161	756	415.405
gene-HO397_00410	942	837.91	977	146.821
gene-HO397_00415	366	166.059	403	305.587
gene-HO397_00420	1767	1646.01	1310	100.214
gene-HO397_00425	1488	1336.11	1105	104.139
gene-HO397_00430	1359	1204.73	1200	125.425
gene-HO397_00435	1083	964.072	791	103.314
gene-HO397_00440	1317	1066.49	1234	145.697
gene-HO397_00445	1245	1050.35	1615	193.61
gene-HO397_00450	1068	979.015	997	128.232
gene-HO397_00455	1476	1380.95	2315	211.088
gene-HO397_00460	921	657.484	1202	230.203
gene-HO397_00465	831	615.213	761	155.758
gene-HO397_00470	1263	1068.18	1977	233.052
gene-HO397_00475	1152	944.454	4756	634.092
gene-HO397_00480	918	617.274	8517	1737.4
gene-HO397_00485	513	309.266	536	218.235
gene-HO397_00490	2706	2463.23	3335	170.484
gene-HO397_00495	390	188.049	43	28.7931
gene-HO397_00500	198	41.6371	104	314.518
gene-HO397_00505	744	530.576	362	85.9118
gene-HO397_00510	621	427.373	155	45.6685
gene-HO397_00515	1044	723.482	471	81.9756
