target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	12.5	35	376.639
gene-HO397_00010	2463	2327.88	1775	102.566
gene-HO397_00015	933	738.633	720	131.121
gene-HO397_00020	1287	1105.1	852	103.706
gene-HO397_00025	297	93.8597	151	216.404
gene-HO397_00030	777	514.444	153	40.0055
gene-HO397_00035	1431	1354.83	50	4.96423
gene-HO397_00040	954	706.209	2543	484.373
gene-HO397_00045	588	332.895	227	91.7245
gene-HO397_00050	567	371.64	134	48.5008
gene-HO397_00055	714	480.377	36	10.0806
gene-HO397_00060	405	181.794	12	8.87908
gene-HO397_00065	1917	1645.39	39780	3252.08
gene-HO397_00070	1131	957.736	4326	607.585
gene-HO397_00075	1113	1010.5	734.8	97.8141
gene-HO397_00080	210	45.6706	40	117.812
gene-HO397_00085	1167	990.49	206	27.9759
gene-HO397_00090	900	662.569	56	11.369
gene-HO397_00095	960	544.691	17	4.19822
gene-HO397_00100	1353	959.947	5	0.700631
gene-HO397_00105	1089	603.144	5	1.1151
gene-HO397_00110	698	458.771	83.7644	24.5601
gene-HO397_00115	347	131.918	0	0
gene-HO397_00120	264	72.0836	475	886.388
gene-HO397_00125	219	49.2276	5	13.6624
gene-HO397_00130	942	730.031	1491	274.728
gene-HO397_00135	2817	2856.22	13010	612.706
gene-HO397_00140	495	279.213	1145	551.616
gene-HO397_00145	450	223.139	719	433.43
gene-HO397_00150	951	804.704	2315	386.974
gene-HO397_00155	915	709.101	338	64.1173
gene-HO397_00160	822	638.082	214	45.1132
gene-HO397_00165	1149	968.052	1477	205.234
gene-HO397_00170	3222	3143.54	6209	265.686
gene-HO397_00175	396	173.704	27	20.9084
gene-HO397_00180	591	414.084	4	1.29939
gene-HO397_00185	786	563.519	7	1.67092
gene-HO397_00190	1554	1376.92	33	3.22384
gene-HO397_00195	1217	1053.15	48	6.13081
gene-HO397_00200	1143	1013.03	38	5.04579
gene-HO397_00205	1515	1547.78	5	0.434537
gene-HO397_00210	771	570.266	11	2.59467
gene-HO397_00215	942	728.993	25	4.613
gene-HO397_00220	1287	1099.04	8	0.979136
gene-HO397_00225	288	87.6138	3	4.60591
gene-HO397_00230	1332	1248.77	7	0.75402
gene-HO397_00235	531	273.885	14	6.87585
gene-HO397_00240	1863	1708.66	110	8.6597
gene-HO397_00245	480	238.36	97	54.7399
gene-HO397_00250	843	675.071	412	82.0945
gene-HO397_00255	378	157.982	233	198.388
gene-HO397_00260	822	602.324	1195	266.873
gene-HO397_00265	990	817.298	720	118.5
gene-HO397_00270	1287	1043.17	1533	197.676
gene-HO397_00275	2355	2217.62	3297	199.985
gene-HO397_00280	816	572.836	70	16.4374
gene-HO397_00285	660	504.289	314	83.7562
gene-HO397_00290	2907	2679.76	1601	80.364
gene-HO397_00295	2352	2249.64	469	28.0431
gene-HO397_00300	696	499.693	8	2.15354
gene-HO397_00305	1503	1452.88	64	5.9254
gene-HO397_00310	1701	1629.34	31	2.55927
gene-HO397_00315	879	715.995	520	97.6922
gene-HO397_00320	765	543.09	167	41.363
gene-HO397_00325	699	492.929	122	33.2922
gene-HO397_00330	1611	1530.67	166	14.5879
gene-HO397_00335	984	783.001	277	47.5866
gene-HO397_00340	1656	1570.84	253	21.6648
gene-HO397_00345	132	18.4794	26	189.257
gene-HO397_00350	1179	879.616	115	17.5862
gene-HO397_00355	606	354.364	153	58.0776
gene-HO397_00360	1401	1282.93	326	34.1808
gene-HO397_00365	1092	913.93	153	22.5188
gene-HO397_00370	1572	1346.63	210	20.9768
gene-HO397_00375	87	9.28155	0	0
gene-HO397_00380	945	560.092	12	2.88196
gene-HO397_00385	1725	1735.34	156	12.0922
gene-HO397_00390	492	256.041	117	61.4672
gene-HO397_00395	87	9.28155	2	28.9852
gene-HO397_00400	1005	794.154	428	72.4946
gene-HO397_00405	459	231.656	656	380.914
gene-HO397_00410	942	810.794	892	147.986
gene-HO397_00415	366	147.814	409	372.199
gene-HO397_00420	1767	1618.81	1223	101.624
gene-HO397_00425	1488	1323.41	972	98.7957
gene-HO397_00430	1359	1173.53	1172	134.339
gene-HO397_00435	1083	939.656	736	105.36
gene-HO397_00440	1317	1055.05	1160	147.895
gene-HO397_00445	1245	1042.95	1592	205.328
gene-HO397_00450	1068	952.734	1056	149.094
gene-HO397_00455	1476	1341.74	2044	204.918
gene-HO397_00460	921	644.714	1218	254.125
gene-HO397_00465	831	610.942	698	153.682
gene-HO397_00470	1263	1088.69	1806	223.142
gene-HO397_00475	1152	962.096	4057	567.223
gene-HO397_00480	918	608.909	8797	1943.34
gene-HO397_00485	513	290.453	499	231.095
gene-HO397_00490	2706	2508.35	3020	161.952
gene-HO397_00495	390	168.284	38	30.3744
gene-HO397_00500	198	41.0505	112	367
gene-HO397_00505	744	511.683	349	91.7468
gene-HO397_00510	621	398.917	146	49.2308
gene-HO397_00515	1044	730.309	526	96.8826
gene-HO397_00520	1203	1036.84	44	5.70832
gene-HO397_00525	1386	1245.62	68	7.3433
gene-HO397_00530	441	214.739	3	1.87921
gene-HO397_00535	894	638.305	249	52.4732
gene-HO397_00540	552	314.464	73	31.2262
gene-HO397_00545	855	665.381	70	14.1512
gene-HO397_00550	1374	1231.24	789	86.1988
gene-HO397_00555	765	552.36	419	102.037
gene-HO397_00560	2664	2511.91	6236	333.94
gene-HO397_00565	1893	1708.98	4756	374.346
gene-HO397_00570	1425	1201.96	9844	1101.66
gene-HO397_00575	1854	1626.85	66	5.45711
gene-HO397_00580	2598	2570.94	24744	1294.63
gene-HO397_00585	363	145.256	187	173.17
gene-HO397_00590	795	488.939	814	223.942
gene-HO397_00595	867	598.828	710	159.486
gene-HO397_00600	348	132.731	200	202.686
gene-HO397_00605	1551	1486.5	143	12.9401
