target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	25.75	44	213.55
gene-HO397_00010	2463	2317.08	2093	112.889
gene-HO397_00015	933	756.714	874	144.346
gene-HO397_00020	1287	1110.5	1036	116.591
gene-HO397_00025	297	106.309	136	159.88
gene-HO397_00030	777	532.663	135	31.6741
gene-HO397_00035	1431	1369.7	59	5.38333
gene-HO397_00040	954	712.27	2553	447.95
gene-HO397_00045	588	350.23	198	70.6537
gene-HO397_00050	567	390.26	129	41.3104
gene-HO397_00055	714	493.299	12	3.04015
gene-HO397_00060	405	202.159	6	3.70921
gene-HO397_00065	1917	1629.45	43065	3302.99
gene-HO397_00070	1131	962.126	4593	596.606
gene-HO397_00075	1113	1065.2	799	93.7431
gene-HO397_00080	210	47.3788	31	81.7713
gene-HO397_00085	1167	1013.62	236	29.0979
gene-HO397_00090	900	668.307	78	14.5862
gene-HO397_00095	960	525.986	3	0.712805
gene-HO397_00100	1353	958.475	10	1.30389
gene-HO397_00105	1089	592.276	1	0.211008
gene-HO397_00110	698	505.258	69.1118	17.0947
gene-HO397_00115	347	148.752	3	2.52047
gene-HO397_00120	264	81.0604	390	601.283
gene-HO397_00125	219	52.0979	17	40.7805
gene-HO397_00130	942	759.339	1845	303.657
gene-HO397_00135	2817	2844.59	14268	626.855
gene-HO397_00140	495	303.286	811	334.189
gene-HO397_00145	450	256.275	758	369.647
gene-HO397_00150	951	835.947	2965	443.271
gene-HO397_00155	915	717.656	308	53.6362
gene-HO397_00160	822	676.87	241	44.4974
gene-HO397_00165	1149	981.137	2030	258.577
gene-HO397_00170	3222	3130.79	6978	278.549
gene-HO397_00175	396	193.674	17	10.9699
gene-HO397_00180	591	439.749	23	6.53651
gene-HO397_00185	786	585.615	5	1.06704
gene-HO397_00190	1554	1399.12	39	3.48364
gene-HO397_00195	1217	1061.54	44	5.18012
gene-HO397_00200	1143	1039.23	17	2.04438
gene-HO397_00205	1515	1592.4	4	0.31393
gene-HO397_00210	771	571.052	8	1.75081
gene-HO397_00215	942	753.395	19	3.15177
gene-HO397_00220	1287	1109.71	12	1.35144
gene-HO397_00225	288	99.2049	4	5.03907
gene-HO397_00230	1332	1270.23	10	0.983879
gene-HO397_00235	531	330.381	8	3.02621
gene-HO397_00240	1863	1745.77	112	8.01779
gene-HO397_00245	480	257.932	114	55.2361
gene-HO397_00250	843	703.379	412	73.2034
gene-HO397_00255	378	206.391	321	194.374
gene-HO397_00260	822	616.964	1301	263.537
gene-HO397_00265	990	832.942	816	122.433
gene-HO397_00270	1287	1047.03	1790	213.656
gene-HO397_00275	2355	2212.82	3844	217.101
gene-HO397_00280	816	607.283	66	13.5824
gene-HO397_00285	660	531.767	384	90.2471
gene-HO397_00290	2907	2632.66	1612	76.5234
gene-HO397_00295	2352	2268.01	429	23.6394
gene-HO397_00300	696	550.994	18	4.08271
gene-HO397_00305	1503	1460.07	37	3.16701
gene-HO397_00310	1701	1650.18	40	3.02938
gene-HO397_00315	879	750.177	541	90.1274
gene-HO397_00320	765	573.061	151	32.9306
gene-HO397_00325	699	523.397	134	31.9961
gene-HO397_00330	1611	1549.12	141	11.3752
gene-HO397_00335	984	792.723	334	52.656
gene-HO397_00340	1656	1586.35	322	25.3677
gene-HO397_00345	132	16.7685	35	260.854
gene-HO397_00350	1179	896.902	80	11.1473
gene-HO397_00355	606	380.078	143	47.0204
