target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	10	227	844.52
gene-HO397_00010	2463	2352.67	18525	292.942
gene-HO397_00015	933	701.336	5654	299.926
gene-HO397_00020	1287	1096.14	7608	258.219
gene-HO397_00025	297	83.0694	234	104.799
gene-HO397_00030	777	518.932	547	39.2158
gene-HO397_00035	1431	1295.12	431	12.3809
gene-HO397_00040	954	746.372	13621	678.949
gene-HO397_00045	588	337.462	442	48.7283
gene-HO397_00050	567	326.335	232	26.4489
gene-HO397_00055	714	473.748	30	2.3559
gene-HO397_00060	405	163.242	37	8.43246
gene-HO397_00065	1917	1659.75	16924	379.353
gene-HO397_00070	1131	969.618	1983	76.0862
gene-HO397_00075	1113	969.713	273.4	10.4891
gene-HO397_00080	210	35.6424	120	125.256
gene-HO397_00085	1167	973.184	755	28.8626
gene-HO397_00090	900	702.159	235	12.4514
gene-HO397_00095	960	547.59	14	0.951166
gene-HO397_00100	1353	970.855	25	0.958008
gene-HO397_00105	1089	630.185	5	0.295179
gene-HO397_00110	698	438.603	43.4215	3.68313
gene-HO397_00115	347	117.959	5	1.57697
gene-HO397_00120	264	62.1577	3411	2041.6
gene-HO397_00125	219	39.5889	27	25.3731
gene-HO397_00130	942	692.599	1549	83.2057
gene-HO397_00135	2817	2996.17	6386	79.295
gene-HO397_00140	495	241.5	690	106.296
gene-HO397_00145	450	201.597	371	68.4657
gene-HO397_00150	951	781.469	603	28.7071
gene-HO397_00155	915	692.45	556	29.8724
gene-HO397_00160	822	617.984	2970	178.798
gene-HO397_00165	1149	926.634	3206	128.718
gene-HO397_00170	3222	3134.49	12805	151.984
gene-HO397_00175	396	155.983	509	121.401
gene-HO397_00180	591	382.986	23	2.23423
gene-HO397_00185	786	518.11	16	1.1489
gene-HO397_00190	1554	1353.55	52	1.42927
gene-HO397_00195	1217	1089.53	80	2.73172
gene-HO397_00200	1143	989.339	249	9.3635
gene-HO397_00205	1515	1520.78	11	0.269097
gene-HO397_00210	771	578.662	29	1.86448
gene-HO397_00215	942	697.106	29	1.54769
gene-HO397_00220	1287	1088.69	19	0.649281
gene-HO397_00225	288	77.244	5	2.40818
gene-HO397_00230	1332	1196.2	18	0.559824
gene-HO397_00235	531	265.911	76	10.6331
gene-HO397_00240	1863	1699.8	276	6.04083
gene-HO397_00245	480	228.027	429	69.9929
gene-HO397_00250	843	638.603	346	20.1571
gene-HO397_00255	378	141.611	271	71.196
gene-HO397_00260	822	595.245	861	53.8135
gene-HO397_00265	990	767.661	892	43.2294
gene-HO397_00270	1287	1012.22	2901	106.625
gene-HO397_00275	2355	2303.27	5795	93.6037
gene-HO397_00280	816	522.544	326	23.2102
gene-HO397_00285	660	453.928	198	16.2279
gene-HO397_00290	2907	2663.38	752	10.5043
gene-HO397_00295	2352	2258.85	316	5.20455
gene-HO397_00300	696	479.54	32	2.48261
gene-HO397_00305	1503	1470.67	159	4.02223
gene-HO397_00310	1701	1615.59	158	3.63839
gene-HO397_00315	879	703.359	1361	71.9888
gene-HO397_00320	765	532.573	182	12.7138
gene-HO397_00325	699	472.756	318	25.025
gene-HO397_00330	1611	1523.49	189	4.61537
gene-HO397_00335	984	772.144	784	37.7747
gene-HO397_00340	1656	1488.48	418	10.4476
gene-HO397_00345	132	15.5318	182	435.946
