target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	14.6667	266	2272.45
gene-HO397_00010	2463	4128.53	270	8.1943
gene-HO397_00015	933	1487.24	101	8.50914
gene-HO397_00020	1287	2943.54	124	5.27832
gene-HO397_00025	297	229.991	34	18.5231
gene-HO397_00030	777	1662.02	34	2.56322
gene-HO397_00035	1431	2335.26	29	1.55599
gene-HO397_00040	954	1462.34	405	34.7018
gene-HO397_00045	588	535.392	124	29.0198
gene-HO397_00050	567	518.941	43	10.3823
gene-HO397_00055	714	1073.13	10	1.1676
gene-HO397_00060	405	282.174	1	0.444046
gene-HO397_00065	1917	3052.09	16642	683.207
gene-HO397_00070	1131	2034.46	3160	194.617
gene-HO397_00075	1113	2136.02	218	12.7878
gene-HO397_00080	210	68.1634	28	51.4697
gene-HO397_00085	1167	1631.01	189	14.5194
gene-HO397_00090	900	1801.02	31	2.15669
gene-HO397_00095	960	730.424	15	2.57312
gene-HO397_00100	1353	1606.4	2	0.155999
gene-HO397_00105	1089	919.485	2	0.272539
gene-HO397_00110	698	829.665	5.39457	0.814702
gene-HO397_00115	347	180.488	0	0
gene-HO397_00120	264	106.735	263	308.74
gene-HO397_00125	219	74.2786	13	21.9293
gene-HO397_00130	942	1839.66	252	17.1636
gene-HO397_00135	2817	6021.96	1735	36.0999
gene-HO397_00140	495	359.48	91	31.7184
gene-HO397_00145	450	357.349	95	33.3101
gene-HO397_00150	951	1268.73	171	16.8878
gene-HO397_00155	915	1733.34	158	11.4214
gene-HO397_00160	822	1086.47	119	13.7238
gene-HO397_00165	1149	1593.84	86	6.7608
gene-HO397_00170	3222	4960.25	252	6.36563
gene-HO397_00175	396	263.363	107	50.9065
gene-HO397_00180	591	1121.41	16	1.78772
gene-HO397_00185	786	836.314	4	0.599287
gene-HO397_00190	1554	2089.77	14	0.839408
gene-HO397_00195	1217	2089.54	16	0.959433
gene-HO397_00200	1143	1542.95	55	4.46637
gene-HO397_00205	1515	3563.01	2	0.0703327
gene-HO397_00210	771	1286.51	4	0.389575
