target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	18.25	44	429.973
gene-HO397_00010	2463	2349.64	2205	167.363
gene-HO397_00015	933	755.537	848	200.167
gene-HO397_00020	1287	1132	834	131.393
gene-HO397_00025	297	98.1058	111	201.781
gene-HO397_00030	777	544.008	151	49.5021
gene-HO397_00035	1431	1376.52	43	5.57107
gene-HO397_00040	954	714.683	2334	582.424
gene-HO397_00045	588	341.991	173	90.2159
gene-HO397_00050	567	377.656	85	40.1397
gene-HO397_00055	714	495.073	26	9.36604
gene-HO397_00060	405	190.283	4	3.74897
gene-HO397_00065	1917	1662.16	40304	4324.41
gene-HO397_00070	1131	956.926	3403	634.213
gene-HO397_00075	1113	1018.82	446.4	78.1409
gene-HO397_00080	210	43.9784	31	125.711
gene-HO397_00085	1167	1017.82	128	22.4279
gene-HO397_00090	900	677.036	34	8.95609
gene-HO397_00095	960	572.327	6	1.86964
gene-HO397_00100	1353	985.071	7	1.26731
gene-HO397_00105	1089	649.286	5	1.37336
gene-HO397_00110	698	471.571	46.8016	17.6997
gene-HO397_00115	347	138.753	0	0
gene-HO397_00120	264	74.5078	253	605.578
gene-HO397_00125	219	48.2609	4	14.7814
gene-HO397_00130	942	738.509	1421	343.155
gene-HO397_00135	2817	2838.27	10118	635.76
gene-HO397_00140	495	280.578	709	450.655
gene-HO397_00145	450	234.909	524	397.818
gene-HO397_00150	951	821.984	1611	349.53
gene-HO397_00155	915	722.608	307	75.7682
gene-HO397_00160	822	651.275	164	44.9088
gene-HO397_00165	1149	981.599	1705	309.772
gene-HO397_00170	3222	3121.8	5222	298.321
gene-HO397_00175	396	182.199	30	29.3648
gene-HO397_00180	591	423.515	9	3.78988
gene-HO397_00185	786	563.753	5	1.58173
gene-HO397_00190	1554	1382.24	19	2.45145
gene-HO397_00195	1217	1065.11	37	6.19523
gene-HO397_00200	1143	1037.37	19	3.2664
gene-HO397_00205	1515	1560.07	11	1.25748
gene-HO397_00210	771	583.515	8	2.44506
gene-HO397_00215	942	745.877	16	3.82564
gene-HO397_00220	1287	1122.08	12	1.90725
gene-HO397_00225	288	91.4742	2	3.89927
gene-HO397_00230	1332	1259.4	15	2.12413
gene-HO397_00235	531	287.618	14	8.68087
gene-HO397_00240	1863	1702.43	105	10.9995
gene-HO397_00245	480	252.452	23	16.248
gene-HO397_00250	843	679.228	251	65.9037
gene-HO397_00255	378	165.93	233	250.428
gene-HO397_00260	822	612.63	829	241.328
gene-HO397_00265	990	835.545	680	145.141
gene-HO397_00270	1287	1048.14	1518	258.287
gene-HO397_00275	2355	2256.94	3205	253.256
gene-HO397_00280	816	577.251	54	16.6833
gene-HO397_00285	660	522.031	198	67.6426
gene-HO397_00290	2907	2668.27	761	50.8635
gene-HO397_00295	2352	2231.92	362	28.9256
gene-HO397_00300	696	538.226	7	2.31945
gene-HO397_00305	1503	1471.96	34	4.1194
gene-HO397_00310	1701	1628.22	21	2.30016
gene-HO397_00315	879	730.556	900	219.705
gene-HO397_00320	765	553.84	234	75.35
gene-HO397_00325	699	506.935	68	23.9226
gene-HO397_00330	1611	1565.79	82	9.33969
gene-HO397_00335	984	784.169	232	52.7631
gene-HO397_00340	1656	1595.32	244	27.2768
gene-HO397_00345	132	17.3758	16	164.221
gene-HO397_00350	1179	891.166	62	12.4075
gene-HO397_00355	606	367.08	110	53.4421
gene-HO397_00360	1401	1299.5	332	45.5631
gene-HO397_00365	1092	929.842	169	32.4138
gene-HO397_00370	1572	1371.21	253	32.9055
gene-HO397_00375	87	11.6891	0	0
gene-HO397_00380	945	581.224	28	8.59144
gene-HO397_00385	1725	1743.44	116	11.8659
gene-HO397_00390	492	276.472	85	54.8302
gene-HO397_00395	87	11.6891	0	0
gene-HO397_00400	1005	802.77	357	79.3101
gene-HO397_00405	459	229.1	715	556.587
gene-HO397_00410	942	838.117	791	168.315
gene-HO397_00415	366	155.27	399	458.287
gene-HO397_00420	1767	1624.58	1071	117.571
gene-HO397_00425	1488	1327.51	883	118.625
gene-HO397_00430	1359	1196.7	909	135.466
gene-HO397_00435	1083	954.376	571	106.701
gene-HO397_00440	1317	1068.59	920	153.543
gene-HO397_00445	1245	1065.83	1215	203.302
