target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	14.5441	162	302.764
gene-HO397_00010	2463	2323.52	2108	24.6604
gene-HO397_00015	933	711.633	729	27.8451
gene-HO397_00020	1287	1082.52	1084	27.2189
gene-HO397_00025	297	52.7708	588	302.873
gene-HO397_00030	777	519.015	693	36.2936
gene-HO397_00035	1431	1259.63	253	5.45952
gene-HO397_00040	954	646.626	10984	461.726
gene-HO397_00045	588	282.821	1050	100.915
gene-HO397_00050	567	262.085	437	45.3227
gene-HO397_00055	714	434.252	56	3.50528
gene-HO397_00060	405	110.318	40	9.85574
gene-HO397_00065	1917	1595.48	12848	218.887
gene-HO397_00070	1131	926.954	477	13.9874
gene-HO397_00075	1113	911.279	741.8	22.1265
gene-HO397_00080	210	45.1849	45	27.0705
gene-HO397_00085	1167	910.256	1497	44.7028
gene-HO397_00090	900	637.592	465	19.8238
gene-HO397_00095	960	544.681	33	1.64683
gene-HO397_00100	1353	948.886	7	0.200521
gene-HO397_00105	1089	615.796	5	0.220704
gene-HO397_00110	698	393.752	37.1386	2.56377
gene-HO397_00115	347	71.1477	6	2.29228
gene-HO397_00120	264	49.3613	9286	5113.51
gene-HO397_00125	219	46.5407	66	38.5467
gene-HO397_00130	942	698.897	4547	176.843
gene-HO397_00135	2817	2842.33	17964	171.793
gene-HO397_00140	495	191.592	2043	289.846
gene-HO397_00145	450	149.171	1115	203.173
gene-HO397_00150	951	754.679	2605	93.8257
gene-HO397_00155	915	651.049	174	7.26461
gene-HO397_00160	822	568.218	931	44.536
gene-HO397_00165	1149	918.847	825	24.4055
gene-HO397_00170	3222	3272.83	2409	20.0074
gene-HO397_00175	396	103.131	108	28.4651
gene-HO397_00180	591	285.799	56	5.32603
gene-HO397_00185	786	539.902	14	0.704839
gene-HO397_00190	1554	1363.75	70	1.39521
gene-HO397_00195	1217	1012.96	111	2.97856
gene-HO397_00200	1143	911.023	208	6.20599
gene-HO397_00205	1515	1312.09	10	0.207164
gene-HO397_00210	771	514.671	6	0.316883
gene-HO397_00215	942	713.783	24	0.913949
gene-HO397_00220	1287	1080.78	12	0.301802
gene-HO397_00225	288	51.6672	1	0.526092
gene-HO397_00230	1332	1168.31	11	0.255923
gene-HO397_00235	531	226.57	20	2.39941
gene-HO397_00240	1863	1788.14	223	3.38985
gene-HO397_00245	480	177.201	539	82.6796
gene-HO397_00250	843	606.95	1329	59.518
gene-HO397_00255	378	89.9084	487	147.233
gene-HO397_00260	822	569.995	3105	148.07
gene-HO397_00265	990	772.104	1938	68.2268
gene-HO397_00270	1287	1026.88	3978	105.298
gene-HO397_00275	2355	2078.36	8449	110.5
gene-HO397_00280	816	501.387	733	39.7381
gene-HO397_00285	660	400.884	664	45.0221
gene-HO397_00290	2907	2744.4	2828	28.0097
gene-HO397_00295	2352	2323.04	909	10.6361
gene-HO397_00300	696	426.233	18	1.14789
gene-HO397_00305	1503	1319.63	114	2.34816
gene-HO397_00310	1701	1674.64	49	0.795338
gene-HO397_00315	879	662.764	178	7.30025
gene-HO397_00320	765	530.33	382	19.5791
gene-HO397_00325	699	464.122	334	19.561
gene-HO397_00330	1611	1535.15	378	6.69296
gene-HO397_00335	984	746.981	569	20.7052
gene-HO397_00340	1656	1475.27	154	2.83743
gene-HO397_00345	132	33.6046	82	66.3272
gene-HO397_00350	1179	899.357	583	17.6203
gene-HO397_00355	606	326.46	174	14.4876
gene-HO397_00360	1401	1266.21	209	4.4866
gene-HO397_00365	1092	841.885	139	4.48785
gene-HO397_00370	1572	1344.7	337	6.81209
gene-HO397_00375	87	20.3785	4	5.33536
gene-HO397_00380	945	554.498	42	2.05886
gene-HO397_00385	1725	1550.59	425	7.4502
gene-HO397_00390	492	188.721	110	15.8434
gene-HO397_00395	87	20.3785	0	0
gene-HO397_00400	1005	747.167	1352	49.1853
gene-HO397_00405	459	157.468	2740	472.971
gene-HO397_00410	942	731.37	3005	111.682
gene-HO397_00415	366	81.9951	601	199.234
gene-HO397_00420	1767	1656.55	3557	58.3653
gene-HO397_00425	1488	1288.42	3013	63.5652
gene-HO397_00430	1359	1152.75	2684	63.2884
gene-HO397_00435	1083	851.626	1307	41.716
gene-HO397_00440	1317	1036.29	3519	92.3024
gene-HO397_00445	1245	1002.21	3154	85.5424
gene-HO397_00450	1068	864.681	3151	99.0533
gene-HO397_00455	1476	1301.57	4682	97.7779
gene-HO397_00460	921	596.866	3000	136.622
gene-HO397_00465	831	536.144	2605	132.07
gene-HO397_00470	1263	982.306	4762	131.771
gene-HO397_00475	1152	878.601	7353	227.483
gene-HO397_00480	918	599.964	25259	1144.37
gene-HO397_00485	513	208.951	2635	342.778
gene-HO397_00490	2706	2523.24	18038	194.315
gene-HO397_00495	390	98.6483	543	149.619
gene-HO397_00500	198	42.9205	205	129.827
gene-HO397_00505	744	455.172	807	48.192
gene-HO397_00510	621	315.558	542	46.6871
gene-HO397_00515	1044	788.393	2006	69.1616
gene-HO397_00520	1203	932.589	127	3.7016
gene-HO397_00525	1386	1107.33	275	6.75044
gene-HO397_00530	441	140.904	28	5.40145
gene-HO397_00535	894	627.799	1599	69.2317
gene-HO397_00540	552	247.238	443	48.704
gene-HO397_00545	855	576.64	243	11.4545
gene-HO397_00550	1374	1066.85	945	24.0771
gene-HO397_00555	765	541.231	8307	417.194
gene-HO397_00560	2664	2525.72	32841	353.434
