target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	16.9	38	213.687
gene-HO397_00010	2463	2315.86	2698	110.716
gene-HO397_00015	933	744.613	1393	177.788
gene-HO397_00020	1287	1089.89	1315	114.663
gene-HO397_00025	297	108.068	130	114.321
gene-HO397_00030	777	514.626	265	48.9369
gene-HO397_00035	1431	1251.4	126	9.56881
gene-HO397_00040	954	782.044	4301	522.662
gene-HO397_00045	588	373.005	354	90.1925
gene-HO397_00050	567	375.289	224	56.7236
gene-HO397_00055	714	480.4	33	6.5282
gene-HO397_00060	405	204.229	9	4.188
gene-HO397_00065	1917	1669.73	56080	3191.87
gene-HO397_00070	1131	940.958	6224	628.61
gene-HO397_00075	1113	936.357	586.6	59.5364
gene-HO397_00080	210	49.0094	33	63.9906
gene-HO397_00085	1167	968.552	488	47.8827
gene-HO397_00090	900	664.731	41	5.86166
gene-HO397_00095	960	560.259	5	0.848132
gene-HO397_00100	1353	965.151	4	0.393865
gene-HO397_00105	1089	885.707	0	0
gene-HO397_00110	698	480.024	175.372	34.7201
gene-HO397_00115	347	150.507	2	1.26286
gene-HO397_00120	264	82.8707	567	650.226
gene-HO397_00125	219	53.9398	40	70.4746
gene-HO397_00130	942	733.73	1772	229.514
gene-HO397_00135	2817	2779.47	19733	674.705
gene-HO397_00140	495	294.532	1736	560.144
gene-HO397_00145	450	234.143	990	401.824
gene-HO397_00150	951	778.178	2244	274.048
gene-HO397_00155	915	704.796	1062	143.2
gene-HO397_00160	822	633.533	647	97.0548
gene-HO397_00165	1149	949.956	815	81.5335
gene-HO397_00170	3222	3115.99	4294	130.963
gene-HO397_00175	396	195.646	39	18.9442
gene-HO397_00180	591	413.126	31	7.13118
gene-HO397_00185	786	564.768	11	1.85099
gene-HO397_00190	1554	1323.3	16	1.14906
gene-HO397_00195	1217	1024.71	18	1.66937
gene-HO397_00200	1143	989.239	55	5.28376
gene-HO397_00205	1515	1438.15	5	0.330405
gene-HO397_00210	771	568.48	14	2.34042
gene-HO397_00215	942	756.629	42	5.27531
gene-HO397_00220	1287	1060.02	19	1.70342
gene-HO397_00225	288	100.902	2	1.88369
gene-HO397_00230	1332	1165.83	18	1.4673
gene-HO397_00235	531	309.089	34	10.4539
gene-HO397_00240	1863	1672.47	223	12.6715
gene-HO397_00245	480	274.886	109	37.6839
gene-HO397_00250	843	650.373	413	60.3489
gene-HO397_00255	378	178.795	322	171.152
gene-HO397_00260	822	621.325	1120	171.31
gene-HO397_00265	990	770.994	806	99.3495
gene-HO397_00270	1287	1052.14	2159	195.012
gene-HO397_00275	2355	2164.9	3624	159.086
gene-HO397_00280	816	586.054	147	23.8376
gene-HO397_00285	660	494.076	240	46.1636
gene-HO397_00290	2907	2710.98	1277	44.7658
gene-HO397_00295	2352	2200.42	619	26.7342
gene-HO397_00300	696	506.439	28	5.25428
gene-HO397_00305	1503	1399.85	175	11.8806
gene-HO397_00310	1701	1574.8	76	4.58639
gene-HO397_00315	879	693.028	1936	265.483
gene-HO397_00320	765	568.35	690	115.376
gene-HO397_00325	699	502.544	130	24.5839
gene-HO397_00330	1611	1472.34	220	14.2002
gene-HO397_00335	984	781.528	409	49.7349
gene-HO397_00340	1656	1502	386	24.4231
gene-HO397_00345	132	17.953	24	127.044
gene-HO397_00350	1179	899.643	113	11.9369
gene-HO397_00355	606	384.672	186	45.952
gene-HO397_00360	1401	1215.68	428	33.4584
gene-HO397_00365	1092	904.674	230	24.1612
gene-HO397_00370	1572	1360.97	186	12.9882
gene-HO397_00375	87	8.83333	0	0
gene-HO397_00380	945	609.707	42	6.54652
gene-HO397_00385	1725	1621.22	251	14.7134
gene-HO397_00390	492	274.172	146	50.6072
gene-HO397_00395	87	8.83333	5	53.7932
gene-HO397_00400	1005	803.286	1596	188.818
gene-HO397_00405	459	234.164	702	284.904
gene-HO397_00410	942	776.106	1691	207.064
gene-HO397_00415	366	167.728	528	299.164
gene-HO397_00420	1767	1596.75	1743	103.739
gene-HO397_00425	1488	1318.61	3066	220.972
gene-HO397_00430	1359	1196.83	2743	217.809
gene-HO397_00435	1083	927.895	1625	166.432
gene-HO397_00440	1317	1089.9	2592	226.012
gene-HO397_00445	1245	1026.03	2029	187.934
gene-HO397_00450	1068	930.699	1473	150.41
gene-HO397_00455	1476	1292.98	2574	189.191
gene-HO397_00460	921	667.551	1853	263.799
gene-HO397_00465	831	622.889	1509	230.229
gene-HO397_00470	1263	1099.9	3105	268.281
gene-HO397_00475	1152	966.07	7174	705.724
gene-HO397_00480	918	631.156	19343	2912.52
gene-HO397_00485	513	307.103	659	203.931
gene-HO397_00490	2706	2518.15	4777	180.283
gene-HO397_00495	390	190.023	91	45.5112
gene-HO397_00500	198	42.8634	164	363.613
gene-HO397_00505	744	517.16	454	83.4283
gene-HO397_00510	621	430.061	213	47.0687
gene-HO397_00515	1044	752.823	742	93.6684
gene-HO397_00520	1203	987.033	24	2.3108
gene-HO397_00525	1386	1200.81	85	6.72707
gene-HO397_00530	441	240.161	5	1.97856
gene-HO397_00535	894	644.208	320	47.2069
gene-HO397_00540	552	324.896	211	61.7193
gene-HO397_00545	855	670.723	360	51.0084
gene-HO397_00550	1374	1207.99	526	41.3812
gene-HO397_00555	765	573.568	454	75.2234
gene-HO397_00560	2664	2570.99	7208	266.438
gene-HO397_00565	1893	1688.43	7308	411.337
gene-HO397_00570	1425	1219.81	27996	2181.15
gene-HO397_00575	1854	1642.09	88	5.09295
gene-HO397_00580	2598	2529.09	55905	2100.72
gene-HO397_00585	363	165.034	153	88.1048
gene-HO397_00590	795	526.778	817	147.393
gene-HO397_00595	867	646.99	891	130.877
gene-HO397_00600	348	151.404	87	54.6091
gene-HO397_00605	1551	1435.13	290	19.2038
gene-HO397_00610	2391	2315.4	850	34.888
gene-HO397_00615	537	343.163	1146	317.37
gene-HO397_00620	663	445.895	1981	422.216
gene-HO397_00625	927	669.995	693	98.2978
gene-HO397_00630	771	569.666	560	93.4221
gene-HO397_00635	441	247.008	139	53.4793
gene-HO397_00640	1230	960.075	122	12.0764
gene-HO397_00645	381	181.6	1309	685.025
gene-HO397_00650	903	622.133	114	17.4142
gene-HO397_00655	852	610.707	980	152.502
gene-HO397_00660	795	697.497	456	62.1304
gene-HO397_00665	1239	1035.71	0	0
gene-HO397_00670	597	362.102	4	1.04981
gene-HO397_00675	606	333.347	5	1.42546
gene-HO397_00680	570	303.279	9	2.82022
gene-HO397_00685	2598	2394.71	0	0
gene-HO397_00690	741	537.707	0	0
gene-HO397_00695	585	336.742	1	0.282218
gene-HO397_00700	480	247.795	32	12.2727
gene-HO397_00705	1419	1257.49	1457	110.113
gene-HO397_00710	927	680.328	87	12.153
gene-HO397_00715	456	261.45	3033	1102.47
gene-HO397_00720	705	452.711	534	112.099
gene-HO397_00725	531	339.86	173	48.3758
gene-HO397_00730	2430	2189.38	775	33.6405
gene-HO397_00735	2535	2398.01	1335	52.9069
gene-HO397_00740	435	214.893	325	143.728
gene-HO397_00745	1229	1025.71	0	0
gene-HO397_00750	1812	1544.82	2224	136.817
gene-HO397_00755	798	627.096	271	41.0693
gene-HO397_00760	891	663.556	127	18.189
gene-HO397_00765	1983	2015.89	217	10.23
gene-HO397_00770	1281	1071.52	4025	356.983
gene-HO397_00775	1422	1294.55	402	29.5114
gene-HO397_00780	66	16.9	6	33.7401
gene-HO397_00785	345	148.729	1077	688.18
gene-HO397_00790	624	425.05	256	57.2377
gene-HO397_00795	801	677.12	180	25.2632
gene-HO397_00800	699	489.697	1153	223.761
gene-HO397_00805	1518	1216.62	707	55.2266
gene-HO397_00810	1425	1225	1816	140.884
gene-HO397_00815	1158	961.265	282	27.8797
gene-HO397_00820	387	187.233	1434	727.863
gene-HO397_00825	813	566.443	48	8.05318
gene-HO397_00830	825	638.188	3021	449.867
gene-HO397_00835	2673	2459.79	869	33.574
gene-HO397_00840	795	546.969	891	154.809
gene-HO397_00845	726	492.739	12778	2464.5
gene-HO397_00850	852	580.702	6779	1109.42
gene-HO397_00855	726	550.206	907	156.662
gene-HO397_00860	558	302.494	4226	1327.68
gene-HO397_00865	1197	969.961	927	90.8255
gene-HO397_00870	759	511.413	1709	317.579
gene-HO397_00875	858	678.639	1217	170.425
gene-HO397_00880	1353	1124.32	3288	277.923
gene-HO397_00885	2433	2278.21	9373	390.991
gene-HO397_00890	486	260.538	2737	998.357
gene-HO397_00895	1026	776.18	4290	525.263
gene-HO397_00900	456	304.615	853	266.121
gene-HO397_00905	789	574.054	1539	254.781
gene-HO397_00910	1149	949.586	1139	113.991
gene-HO397_00915	597	382.026	426	105.974
gene-HO397_00920	3483	3426.33	3333	92.4459
gene-HO397_00925	960	750.921	2474	313.103
gene-HO397_00930	2142	1929.48	410	20.1942
gene-HO397_00935	390	190.023	145	72.5178
gene-HO397_00940	1299	1149.78	412	34.0538
gene-HO397_00945	261	80.7046	719	846.667
gene-HO397_00950	201	44.2963	371	795.954
gene-HO397_00955	546	330.062	158	45.4929
gene-HO397_00960	423	221.625	78	33.447
gene-HO397_00965	711	586.714	303	49.0793
gene-HO397_00970	825	559.454	52	8.83326
gene-HO397_00975	1719	1519.48	2782	173.998
gene-HO397_00980	708	470.468	397	80.1941
gene-HO397_00985	405	204.229	566	263.378
gene-HO397_00990	816	550.29	1895	327.265
gene-HO397_00995	654	437.992	567	123.026
gene-HO397_01000	1032	829.47	732	83.8672
gene-HO397_01005	573	358.407	186	49.3195
rna-HO397_01010	1554	1567.79	19982.9	1211.3
rna-HO397_01015	77	10.625	7.66667	68.574
rna-HO397_01020	76	10.6944	3.33333	29.6212
rna-HO397_01025	2929	3108.65	42235.9	1291.2
rna-HO397_01030	116	14.4543	19.0543	125.279
rna-HO397_01035	77	10.625	1	8.94444
gene-HO397_01040	804	585.159	74	12.0182
gene-HO397_01045	915	703.698	380	51.3192
gene-HO397_01050	801	689.575	2663	367.005
gene-HO397_01055	597	348.577	869	236.921
gene-HO397_01060	1359	1111.89	1818	155.387
gene-HO397_01065	756	439.562	164	35.4573
gene-HO397_01070	723	502.097	264	49.9687
gene-HO397_01075	468	266.022	207	73.9493
gene-HO397_01080	732	484.813	203	39.7927
rna-HO397_01085	77	10.625	1	8.94444
gene-HO397_01090	786	504.471	5	0.941924
gene-HO397_01095	698	477.321	76.8046	15.2918
gene-HO397_01100	372	173.254	0	0
gene-HO397_01105	1137	782.562	16.3337	1.98357
gene-HO397_01110	771	516.4	356	65.5157
gene-HO397_01115	474	273.318	131	45.5496
gene-HO397_01120	2445	2323.91	1962	80.2346
gene-HO397_01125	579	343.176	1417	392.406
gene-HO397_01130	768	582.045	772	126.05
gene-HO397_01135	741	514.921	420	77.516
gene-HO397_01140	279	93.9795	46	46.5165
gene-HO397_01145	261	80.7046	109	128.354
gene-HO397_01150	774	541.2	10	1.756
gene-HO397_01155	498	264.728	16	5.74383
gene-HO397_01160	1740	1600.95	59	3.50232
gene-HO397_01165	786	553.438	14	2.40404
gene-HO397_01170	1056	845.887	399	44.8273
gene-HO397_01175	294	105.659	11	9.89392
gene-HO397_01180	399	198.5	6	2.87258
gene-HO397_01185	453	250.865	7	2.6518
gene-HO397_01190	267	84.9907	11	12.2999
gene-HO397_01195	558	340.803	82	22.8661
gene-HO397_01200	1458	1266.53	5567	417.724
gene-HO397_01205	459	264.609	149	53.5136
gene-HO397_01210	1245	1040.73	612	55.8852
gene-HO397_01215	402	201.352	3106	1465.98
gene-HO397_01220	698	479.622	135.082	26.7658
gene-HO397_01225	1038	742.195	3	0.384136
gene-HO397_01230	1104	876.945	1274	138.064
gene-HO397_01235	1254	1061.4	1229	110.041
rna-HO397_01240	76	10.6944	5	44.4318
gene-HO397_01245	411	233.376	37	15.067
gene-HO397_01250	957	849.382	76	8.5034
gene-HO397_01255	2199	2243.84	91	3.85418
gene-HO397_01260	957	832.638	26	2.96756
gene-HO397_01265	690	522.081	19	3.45858
gene-HO397_01270	615	402.924	237	55.8994
gene-HO397_01275	213	50.6425	3	5.62974
gene-HO397_01280	330	135.68	37	25.916
gene-HO397_01285	711	555.642	68	11.6304
gene-HO397_01290	1644	1373.38	79	5.46662
gene-HO397_01295	2526	2409.7	132	5.20587
gene-HO397_01300	669	462.792	13	2.66956
gene-HO397_01305	636	459.023	7	1.44926
gene-HO397_01310	543	263.571	2	0.72113
gene-HO397_01315	228	59.1981	1	1.60537
gene-HO397_01320	141	20.5347	2	9.25603
gene-HO397_01325	264	82.8707	9	10.321
gene-HO397_01330	102	11.0849	0	0
gene-HO397_01335	1233	983.209	9	0.869919
gene-HO397_01340	852	533.622	54	9.61705
gene-HO397_01345	129	17.3681	0	0
gene-HO397_01350	594	390.777	0	0
gene-HO397_01355	237	64.6857	0	0
gene-HO397_01360	1326	1032.57	47	4.32572
gene-HO397_01365	855	745.817	48	6.11633
gene-HO397_01370	720	515.573	428	78.8925
gene-HO397_01375	1428	1170.53	834	67.712
gene-HO397_01380	696	497.592	375	71.621
gene-HO397_01385	669	371.225	14	3.58404
gene-HO397_01390	1671	1510.9	1717	107.999
gene-HO397_01395	1473	1345.23	3161	223.311
gene-HO397_01400	588	392.896	971	234.868
gene-HO397_01405	2034	1886.77	1551	78.1224
gene-HO397_01410	75	11.2581	0	0
gene-HO397_01415	1089	788.489	42	5.06216
gene-HO397_01420	933	762.226	101	12.5927
gene-HO397_01425	498	360.039	5	1.31978
gene-HO397_01430	606	331.543	11	3.15308
gene-HO397_01435	864	599.969	3	0.475198
gene-HO397_01440	1548	1326.4	10	0.716486
gene-HO397_01445	1419	1304.22	19	1.38447
gene-HO397_01450	297	108.068	427	375.501
gene-HO397_01455	951	786.313	59	7.1308
gene-HO397_01460	1383	1201.61	258	20.4051
gene-HO397_01465	1050	872.534	196	21.3479
gene-HO397_01470	816	612.707	0	0
gene-HO397_01475	246	70.4459	26	35.0752
gene-HO397_01480	672	429.848	105	23.2143
gene-HO397_01485	276	91.746	271	280.714
gene-HO397_01490	1587	1407.52	327	22.0788
gene-HO397_01495	891	721.021	26	3.42695
gene-HO397_01500	1170	1090.68	29	2.52686
gene-HO397_01505	1452	1427.56	26	1.73086
gene-HO397_01510	1887	1807.02	42	2.20886
gene-HO397_01515	1260	1076.93	48	4.23579
gene-HO397_01520	1284	1095.63	387	33.5683
gene-HO397_01525	900	752.36	100	12.6315
gene-HO397_01530	660	573.077	48	7.95995
gene-HO397_01535	471	229.422	27	11.1843
gene-HO397_01540	1182	1073.78	41	3.62868
gene-HO397_01545	612	367.111	23	5.95405
gene-HO397_01550	1254	953.462	53	5.28268
gene-HO397_01555	3075	2947.62	585	18.861
gene-HO397_01560	1083	903.045	5093	535.977
gene-HO397_01565	948	830.48	934	106.881
gene-HO397_01570	1665	1553.57	58	3.54797
gene-HO397_01575	945	799.851	36	4.27736
gene-HO397_01580	867	676.841	35	4.91432
gene-HO397_01585	810	625.139	30	4.56065
gene-HO397_01590	951	732.007	41	5.32293
gene-HO397_01595	1014	816.621	63	7.33166
gene-HO397_01600	1212	1057.85	85	7.63617
gene-HO397_01605	540	298.318	147	46.8296
gene-HO397_01610	834	582.885	272	44.3474
gene-HO397_01615	1110	943.937	658	66.2468
gene-HO397_01620	276	91.746	137	141.911
gene-HO397_01625	774	533.022	153	27.279
gene-HO397_01630	698	481.553	101.828	20.0959
gene-HO397_01635	963	784.799	404	48.9221
gene-HO397_01640	768	610.116	256	39.8758
gene-HO397_01645	828	639.743	282	41.8914
gene-HO397_01650	852	644.772	286	42.1543
gene-HO397_01655	975	741.598	866	110.977
gene-HO397_01660	2907	2455.27	189	7.3155
gene-HO397_01665	624	420.737	0	0
gene-HO397_01670	1158	987.675	391	37.6222
gene-HO397_01675	1221	991.614	194	18.5926
gene-HO397_01680	1095	851.548	339	37.8332
gene-HO397_01685	309	117.873	30	24.1874
gene-HO397_01690	213	50.6425	90	168.892
gene-HO397_01695	1095	960.584	1064	105.266
gene-HO397_01700	204	45.8558	2	4.14494
gene-HO397_01705	261	80.7046	20	23.5513
gene-HO397_01710	1416	1207.48	122	9.602
gene-HO397_01715	321	127.881	47	34.9281
gene-HO397_01720	1116	954.078	32	3.18748
gene-HO397_01725	810	585.075	618	100.383
gene-HO397_01730	459	251.699	63	23.7871
gene-HO397_01735	525	292.327	152	49.4148
gene-HO397_01740	192	39.7089	95	227.362
gene-HO397_01745	678	462.519	141	28.9715
gene-HO397_01750	285	98.5857	605	583.208
gene-HO397_01755	342	146.09	31	20.1661
gene-HO397_01760	84	9.06796	1	10.4803
gene-HO397_01765	698	481.553	101.828	20.0959
gene-HO397_01770	912	667.755	217	30.8833
gene-HO397_01775	909	709.7	342	45.7966
gene-HO397_01780	1185	1004.21	77	7.28698
gene-HO397_01785	3147	2809.06	595	20.1298
gene-HO397_01790	1203	956.38	208	20.6688
gene-HO397_01795	690	505.124	182	34.2417
gene-HO397_01800	1296	1066.18	181	16.1335
gene-HO397_01805	1320	1116.44	840	71.503
gene-HO397_01810	1374	1211.47	365	28.6326
gene-HO397_01815	1818	1681.33	200	11.3047
gene-HO397_01820	582	356.06	146	38.9683
gene-HO397_01825	1071	801.221	204	24.1969
gene-HO397_01830	1128	915.956	475	49.2834
gene-HO397_01835	333	138.198	824	566.641
gene-HO397_01840	1848	1650.21	2494	143.628
gene-HO397_01845	972	780.43	1827	222.478
gene-HO397_01850	348	151.404	249	156.295
gene-HO397_01855	885	680.592	1899	265.167
gene-HO397_01860	540	329.941	58	16.7061
gene-HO397_01865	450	223.556	819	348.16
gene-HO397_01870	1104	941.965	1763	177.869
gene-HO397_01875	471	265.902	1255	448.543
gene-HO397_01880	420	214.823	1419	627.746
gene-HO397_01885	978	774.959	376	46.1096
gene-HO397_01890	519	313.145	672	203.942
gene-HO397_01895	975	832.329	366	41.7896
gene-HO397_01900	1863	1623.15	1444	84.5457
gene-HO397_01905	900	684.403	1134	157.465
gene-HO397_01910	243	68.5452	410	568.445
gene-HO397_01915	1449	1209.37	447	35.1261
gene-HO397_01920	591	379.539	238	59.594
gene-HO397_01925	912	694.162	252	34.5002
gene-HO397_01930	492	241.167	1023	403.124
gene-HO397_01935	1365	1155.62	647	53.2072
gene-HO397_01940	936	694.513	7	0.957854
gene-HO397_01945	543	305.796	183	56.8724
gene-HO397_01950	312	120.358	161	127.125
gene-HO397_01955	891	723.834	3590	471.343
gene-HO397_01960	330	135.68	1208	846.124
gene-HO397_01965	615	407.977	1966	457.963
gene-HO397_01970	1992	1847.38	7341	377.642
gene-HO397_01975	948	727.496	4138	540.558
gene-HO397_01980	1476	1278.47	259	19.2526
gene-HO397_01985	579	364.374	238	62.0742
gene-HO397_01990	318	125.395	706	535.066
gene-HO397_01995	1299	988.436	4885	469.676
gene-HO397_02000	624	404.598	4646	1091.28
gene-HO397_02005	1275	1029.77	16600	1531.96
gene-HO397_02010	1113	936.357	586.6	59.5364
gene-HO397_02015	2355	2121.05	423	18.9528
gene-HO397_02020	273	89.4165	3964	4213.06
gene-HO397_02025	1872	1595.4	5368	319.76
gene-HO397_02030	372	173.254	39	21.3926
gene-HO397_02035	399	198.5	63	30.1621
gene-HO397_02040	696	443.08	480	102.953
gene-HO397_02045	1701	1476.22	1131	72.8105
gene-HO397_02050	819	584.09	251	40.8391
gene-HO397_02055	459	238.957	112	44.5431
gene-HO397_02060	1773	1571.81	391	23.6406
gene-HO397_02065	1782	1623.22	367	21.4868
gene-HO397_02070	339	143.456	3	1.9874
gene-HO397_02075	1287	1144.51	127	10.5455
gene-HO397_02080	861	628.129	339	51.29
gene-HO397_02085	573	345.034	446	122.844
gene-HO397_02090	390	190.023	117	58.5144
rna-HO397_02095	97	10.1289	0	0
