target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	17	44	462.495
gene-HO397_00010	2463	2349.6	2205	167.694
gene-HO397_00015	933	755.531	848	200.561
gene-HO397_00020	1287	1132.28	834	131.618
gene-HO397_00025	297	98.0022	111	202.391
gene-HO397_00030	777	543.978	151	49.6019
gene-HO397_00035	1431	1376.59	43	5.5817
gene-HO397_00040	954	714.468	2334	583.742
gene-HO397_00045	588	341.953	173	90.403
gene-HO397_00050	567	377.788	85	40.2044
gene-HO397_00055	714	495.225	26	9.38154
gene-HO397_00060	405	189.752	4	3.76684
gene-HO397_00065	1917	1662.33	40304	4332.46
gene-HO397_00070	1131	956.322	3403	635.859
gene-HO397_00075	1113	1019.16	446.4	78.2677
gene-HO397_00080	210	44.1313	31	125.522
gene-HO397_00085	1167	1017.97	128	22.4687
gene-HO397_00090	900	677.323	34	8.96987
gene-HO397_00095	960	571.908	6	1.87468
gene-HO397_00100	1353	985.542	7	1.26919
gene-HO397_00105	1089	648.724	5	1.37725
gene-HO397_00110	698	471.307	46.8005	17.7439
gene-HO397_00115	347	138.608	0	0
gene-HO397_00120	264	74.6311	253	605.764
gene-HO397_00125	219	48.3577	4	14.7808
gene-HO397_00130	942	738.591	1421	343.79
gene-HO397_00135	2817	2838.42	10118	636.972
gene-HO397_00140	495	280.41	709	451.81
gene-HO397_00145	450	234.827	524	398.737
gene-HO397_00150	951	822.126	1611	350.155
gene-HO397_00155	915	722.484	307	75.93
gene-HO397_00160	822	651.217	164	45.0009
gene-HO397_00165	1149	981.515	1705	310.406
gene-HO397_00170	3222	3121.68	5222	298.918
gene-HO397_00175	396	181.791	30	29.4885
gene-HO397_00180	591	423.345	9	3.79884
gene-HO397_00185	786	563.156	5	1.58652
gene-HO397_00190	1554	1382.4	19	2.45597
gene-HO397_00195	1217	1065.16	37	6.20709
gene-HO397_00200	1143	1037.43	19	3.27264
gene-HO397_00205	1515	1559.53	11	1.26038
gene-HO397_00210	771	583.425	8	2.45024
gene-HO397_00215	942	745.85	16	3.83329
gene-HO397_00220	1287	1122.15	12	1.91088
gene-HO397_00225	288	91.4018	2	3.91001
gene-HO397_00230	1332	1259.12	15	2.12876
gene-HO397_00235	531	287.706	14	8.69525
gene-HO397_00240	1863	1702.7	105	11.0193
gene-HO397_00245	480	252.287	23	16.2905
gene-HO397_00250	843	679.476	251	66.0089
gene-HO397_00255	378	165.593	233	251.43
gene-HO397_00260	822	612.925	829	241.685
gene-HO397_00265	990	834.767	680	145.562
gene-HO397_00270	1287	1048.46	1518	258.715
gene-HO397_00275	2355	2256.9	3205	253.758
gene-HO397_00280	816	577.262	54	16.7157
gene-HO397_00285	660	521.649	198	67.825
gene-HO397_00290	2907	2668.35	761	50.9618
gene-HO397_00295	2352	2231.7	362	28.9852
gene-HO397_00300	696	538.121	7	2.32445
gene-HO397_00305	1503	1471.77	34	4.12802
gene-HO397_00310	1701	1628.08	21	2.30487
gene-HO397_00315	879	731.066	900	219.983
gene-HO397_00320	765	553.8	234	75.5033
gene-HO397_00325	699	506.747	68	23.9784
gene-HO397_00330	1611	1565.66	82	9.35877
gene-HO397_00335	984	784.513	232	52.8434
