target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	11.8333	25	266.12
gene-HO397_00010	2463	2314.44	1995	108.578
gene-HO397_00015	933	758.151	887	147.371
gene-HO397_00020	1287	1109.07	959	108.919
gene-HO397_00025	297	106.667	125	147.612
gene-HO397_00030	777	532.138	121	28.6421
gene-HO397_00035	1431	1369.89	62	5.70101
gene-HO397_00040	954	711.562	2462	435.832
gene-HO397_00045	588	350.97	208	74.6514
gene-HO397_00050	567	391.77	156	50.1577
gene-HO397_00055	714	489.357	13	3.34627
gene-HO397_00060	405	202.059	5	3.11699
gene-HO397_00065	1917	1627.07	42187	3266
gene-HO397_00070	1131	962.758	4404	576.202
gene-HO397_00075	1113	1065.15	794	93.8972
gene-HO397_00080	210	47.9147	33	86.7539
gene-HO397_00085	1167	1015.85	226	28.0237
gene-HO397_00090	900	666.543	67	12.6617
gene-HO397_00095	960	526.318	7	1.67531
gene-HO397_00100	1353	960.131	4	0.524776
gene-HO397_00105	1089	594.216	2	0.423965
gene-HO397_00110	698	505.713	71.4073	17.7862
gene-HO397_00115	347	149.099	2	1.68966
gene-HO397_00120	264	81.1492	400	620.898
gene-HO397_00125	219	52.7542	14	33.4284
gene-HO397_00130	942	759.161	1685	279.583
gene-HO397_00135	2817	2842.53	14243	631.161
gene-HO397_00140	495	303.431	786	326.292
gene-HO397_00145	450	256.56	741	363.81
gene-HO397_00150	951	835.048	2845	429.156
gene-HO397_00155	915	722.321	349	60.861
gene-HO397_00160	822	677.581	207	38.4816
gene-HO397_00165	1149	980.38	2113	271.487
gene-HO397_00170	3222	3123.75	6949	280.214
gene-HO397_00175	396	193.741	23	14.9538
gene-HO397_00180	591	440.414	26	7.43629
gene-HO397_00185	786	585.67	6	1.29045
gene-HO397_00190	1554	1402.41	31	2.7844
gene-HO397_00195	1217	1061.01	43	5.10496
gene-HO397_00200	1143	1038.47	25	3.03242
gene-HO397_00205	1515	1593.14	4	0.316265
gene-HO397_00210	771	573.253	9	1.97761
gene-HO397_00215	942	754.844	15	2.5031
gene-HO397_00220	1287	1111.25	9	1.02018
gene-HO397_00225	288	99.4169	4	5.06809
gene-HO397_00230	1332	1271.61	11	1.08964
gene-HO397_00235	531	330.511	4	1.52447
gene-HO397_00240	1863	1742.48	123	8.89165
gene-HO397_00245	480	256.844	97	47.5715
gene-HO397_00250	843	701.887	417	74.8364
gene-HO397_00255	378	209.389	336	202.129
gene-HO397_00260	822	617.314	1307	266.694
gene-HO397_00265	990	834.053	827	124.898
gene-HO397_00270	1287	1048.03	1730	207.93
gene-HO397_00275	2355	2211.15	3773	214.938
gene-HO397_00280	816	607.781	63	13.0568
gene-HO397_00285	660	531.418	380	90.0724
gene-HO397_00290	2907	2628.65	1605	76.9106
gene-HO397_00295	2352	2263.81	419	23.3141
gene-HO397_00300	696	552.342	13	2.96469
gene-HO397_00305	1503	1460.81	40	3.44915
gene-HO397_00310	1701	1653.99	39	2.97014
gene-HO397_00315	879	749.135	524	88.108
gene-HO397_00320	765	575.621	178	38.9518
gene-HO397_00325	699	522.916	130	31.3152
gene-HO397_00330	1611	1552.17	180	14.6076
gene-HO397_00335	984	792.202	304	48.3372
gene-HO397_00340	1656	1593.58	364	28.7721
gene-HO397_00345	132	16.7521	40	300.77
gene-HO397_00350	1179	899.284	83	11.6259
gene-HO397_00355	606	380.836	147	48.621
gene-HO397_00360	1401	1310.08	345	33.1714
gene-HO397_00365	1092	954.677	168	22.1665
gene-HO397_00370	1572	1352.3	194	18.0706
gene-HO397_00375	87	9.52475	3	39.6745
gene-HO397_00380	945	571.095	34	7.49919
gene-HO397_00385	1725	1768.11	191	13.6072
gene-HO397_00390	492	275.41	110	50.3103
gene-HO397_00395	87	9.52475	0	0
gene-HO397_00400	1005	818.248	432	66.5032
gene-HO397_00405	459	229.183	756	415.512
gene-HO397_00410	942	838.494	977	146.771
gene-HO397_00415	366	166.164	403	305.501
gene-HO397_00420	1767	1647.7	1310	100.147
gene-HO397_00425	1488	1336.2	1105	104.168
gene-HO397_00430	1359	1206.03	1200	125.333
gene-HO397_00435	1083	965.216	791	103.228
gene-HO397_00440	1317	1066.8	1234	145.706
gene-HO397_00445	1245	1054.78	1615	192.866
gene-HO397_00450	1068	979.51	997	128.213
gene-HO397_00455	1476	1380.85	2315	211.179
gene-HO397_00460	921	657.673	1202	230.218
gene-HO397_00465	831	616.813	761	155.409
gene-HO397_00470	1263	1068.85	1977	232.989
gene-HO397_00475	1152	946.229	4756	633.126
gene-HO397_00480	918	617.562	8517	1737.2
gene-HO397_00485	513	309.243	536	218.327
gene-HO397_00490	2706	2467.18	3335	170.271
gene-HO397_00495	390	188.091	43	28.7969
gene-HO397_00500	198	41.799	104	313.409
gene-HO397_00505	744	531.887	362	85.7301
gene-HO397_00510	621	430.585	155	45.3437
gene-HO397_00515	1044	723.852	471	81.9625
gene-HO397_00520	1203	1058.96	39	4.63906
gene-HO397_00525	1386	1243.11	91	9.22094
gene-HO397_00530	441	231.521	10	5.44069
gene-HO397_00535	894	653.169	188	36.2557
gene-HO397_00540	552	334.29	72	27.1302
gene-HO397_00545	855	731.438	84	14.4659
gene-HO397_00550	1374	1217.74	803	83.0624
gene-HO397_00555	765	572.069	316	69.5798
gene-HO397_00560	2664	2458.97	7580	388.293
gene-HO397_00565	1893	1724.05	6254	456.933
gene-HO397_00570	1425	1197.43	10329	1086.56
gene-HO397_00575	1854	1622.38	49	3.8044
gene-HO397_00580	2598	2551.77	25547	1261.08
gene-HO397_00585	363	163.441	175	134.872
gene-HO397_00590	795	502.097	977	245.104
gene-HO397_00595	867	615.899	816	166.888
gene-HO397_00600	348	150.021	226	189.758
gene-HO397_00605	1551	1519.32	147	12.1875
