target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	13.1301	139	540.837
gene-HO397_00010	2463	2278.37	2652	59.4662
gene-HO397_00015	933	689.278	967	71.6726
gene-HO397_00020	1287	1085.74	1441	67.8044
gene-HO397_00025	297	57.6611	533	472.243
gene-HO397_00030	777	566.58	262	23.6244
gene-HO397_00035	1431	1233.56	182	7.53758
gene-HO397_00040	954	651.861	6080	476.507
gene-HO397_00045	588	286.735	563	100.311
gene-HO397_00050	567	265.974	299	57.4318
gene-HO397_00055	714	446.234	50	5.72438
gene-HO397_00060	405	113.784	10	4.48994
gene-HO397_00065	1917	1568.19	5649	184.032
gene-HO397_00070	1131	884.982	1569	90.5752
gene-HO397_00075	1113	929.42	398.2	21.8882
gene-HO397_00080	210	53.1795	24	23.0562
gene-HO397_00085	1167	890.514	499	28.6273
gene-HO397_00090	900	653.362	183	14.3093
gene-HO397_00095	960	567.125	17	1.53141
gene-HO397_00100	1353	916.993	3	0.167138
gene-HO397_00105	1089	595.695	3	0.257287
gene-HO397_00110	698	385.267	35.0323	4.64545
gene-HO397_00115	347	75.2071	5	3.3965
gene-HO397_00120	264	56.6068	4276	3859.13
gene-HO397_00125	219	54.099	47	44.3843
gene-HO397_00130	942	684.833	2660	198.435
gene-HO397_00135	2817	2791.78	8424	154.155
gene-HO397_00140	495	195.397	695	181.714
gene-HO397_00145	450	152.868	458	153.063
gene-HO397_00150	951	726.124	896	63.0403
gene-HO397_00155	915	654.315	356	27.7961
gene-HO397_00160	822	565.442	667	60.2641
gene-HO397_00165	1149	874.375	2177	127.198
gene-HO397_00170	3222	3232.66	5195	82.1006
gene-HO397_00175	396	106.665	228	109.203
gene-HO397_00180	591	289.728	50	8.81659
gene-HO397_00185	786	522.253	11	1.07605
gene-HO397_00190	1554	1339.38	64	2.44116
gene-HO397_00195	1217	1009.64	89	4.50344
gene-HO397_00200	1143	882.122	152	8.8031
gene-HO397_00205	1515	1310.71	4	0.15591
gene-HO397_00210	771	528.145	1	0.0967314
gene-HO397_00215	942	682.587	18	1.34721
gene-HO397_00220	1287	1055.47	3	0.14521
gene-HO397_00225	288	56.8485	0	0
gene-HO397_00230	1332	1125.72	7	0.31768
gene-HO397_00235	531	230.355	10	2.2178
gene-HO397_00240	1863	1757.68	90	2.61591
gene-HO397_00245	480	180.971	266	75.0922
gene-HO397_00250	843	592.638	825	71.119
gene-HO397_00255	378	93.7087	324	176.639
gene-HO397_00260	822	539.75	1827	172.929
gene-HO397_00265	990	745.982	1211	82.9348
gene-HO397_00270	1287	1001.85	2584	131.769
gene-HO397_00275	2355	2025.73	5509	138.935
gene-HO397_00280	816	515.179	401	39.7656
gene-HO397_00285	660	395.541	211	27.2528
gene-HO397_00290	2907	2679.31	858	16.3601
gene-HO397_00295	2352	2279.82	578	12.9523
gene-HO397_00300	696	419.924	9	1.09494
gene-HO397_00305	1503	1317.16	53	2.05569
gene-HO397_00310	1701	1618	30	0.947249
gene-HO397_00315	879	633.62	177	14.2714
gene-HO397_00320	765	513.511	367	36.5121
gene-HO397_00325	699	465.073	143	15.7085
gene-HO397_00330	1611	1499.56	155	5.28068
gene-HO397_00335	984	723.048	227	16.0391
gene-HO397_00340	1656	1433.58	132	4.70407
gene-HO397_00345	132	35.9478	192	272.866
gene-HO397_00350	1179	881.978	244	14.1336
gene-HO397_00355	606	316.915	92	14.8308
gene-HO397_00360	1401	1228.03	112	4.65941
gene-HO397_00365	1092	832.681	103	6.31945
gene-HO397_00370	1572	1316.64	172	6.67395
gene-HO397_00375	87	19.9489	0	0
gene-HO397_00380	945	580.478	79	6.95284
gene-HO397_00385	1725	1538.61	310	10.2933
gene-HO397_00390	492	192.533	114	30.2496
gene-HO397_00395	87	19.9489	2	5.12192
gene-HO397_00400	1005	717.748	1309	93.1727
gene-HO397_00405	459	161.081	1268	402.157
gene-HO397_00410	942	696.089	1682	123.447
gene-HO397_00415	366	86.05	269	159.706
gene-HO397_00420	1767	1596.97	1471	47.0584
gene-HO397_00425	1488	1283.67	1833	72.9508
gene-HO397_00430	1359	1120.43	1428	65.1122
gene-HO397_00435	1083	809.382	671	42.3536
gene-HO397_00440	1317	1016.63	1633	82.0621
gene-HO397_00445	1245	967.321	1182	62.4263
gene-HO397_00450	1068	844.439	1319	79.799
gene-HO397_00455	1476	1283.64	2203	87.6781
