target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	12	47	672.321
gene-HO397_00010	2463	2365.42	2224	161.394
gene-HO397_00015	933	763.219	862	193.873
gene-HO397_00020	1287	1138.12	827	124.731
gene-HO397_00025	297	97.7592	120	210.709
gene-HO397_00030	777	549.733	161	50.2729
gene-HO397_00035	1431	1383.45	46	5.7076
gene-HO397_00040	954	718.938	2388	570.168
gene-HO397_00045	588	342.88	169	84.6067
gene-HO397_00050	567	377.48	111	50.4765
gene-HO397_00055	714	497.275	29	10.0106
gene-HO397_00060	405	190.028	7	6.32327
gene-HO397_00065	1917	1671.04	41682	4281.76
gene-HO397_00070	1131	968.124	3457	612.954
gene-HO397_00075	1113	1037.05	465.4	77.0346
gene-HO397_00080	210	43.7582	27	105.917
gene-HO397_00085	1167	1025.23	143	23.9428
gene-HO397_00090	900	685.528	24	6.00961
gene-HO397_00095	960	573.463	3	0.897999
gene-HO397_00100	1353	988.847	4	0.69437
gene-HO397_00105	1089	651.357	3	0.79061
gene-HO397_00110	698	474.762	48.4852	17.5304
gene-HO397_00115	347	138.223	0	0
gene-HO397_00120	264	74.1389	258	597.357
gene-HO397_00125	219	47.87	7	25.1012
gene-HO397_00130	942	742.801	1501	346.871
gene-HO397_00135	2817	2855.26	10589	636.605
gene-HO397_00140	495	283.507	684	414.145
gene-HO397_00145	450	235.69	527	383.821
gene-HO397_00150	951	830.721	1613	333.303
gene-HO397_00155	915	723.909	377	89.3958
gene-HO397_00160	822	657.271	190	49.6214
gene-HO397_00165	1149	990.23	1680	291.228
gene-HO397_00170	3222	3141.38	5543	302.889
gene-HO397_00175	396	181.651	26	24.5695
gene-HO397_00180	591	425.189	11	4.4409
gene-HO397_00185	786	568.683	11	3.32034
gene-HO397_00190	1554	1390.95	16	1.97455
gene-HO397_00195	1217	1071.68	28	4.4849
gene-HO397_00200	1143	1046.35	36	5.9059
gene-HO397_00205	1515	1570.11	4	0.43731
gene-HO397_00210	771	587.326	7	2.04588
gene-HO397_00215	942	747.926	12	2.75412
gene-HO397_00220	1287	1133.45	15	2.27169
gene-HO397_00225	288	90.9623	0	0
gene-HO397_00230	1332	1269.43	21	2.8397
gene-HO397_00235	531	291.442	12	7.06787
gene-HO397_00240	1863	1715.23	90	9.00699
gene-HO397_00245	480	252.967	44	29.8571
gene-HO397_00250	843	685.093	267	66.8994
gene-HO397_00255	378	165.269	216	224.347
gene-HO397_00260	822	614.817	803	224.197
gene-HO397_00265	990	840.501	768	156.85
gene-HO397_00270	1287	1057.02	1568	254.637
gene-HO397_00275	2355	2271.31	3311	250.232
gene-HO397_00280	816	578.923	67	19.8662
gene-HO397_00285	660	528.704	219	71.1036
gene-HO397_00290	2907	2683.59	757	48.4217
gene-HO397_00295	2352	2247.71	384	29.3259
gene-HO397_00300	696	542.286	9	2.84888
gene-HO397_00305	1503	1488	39	4.49907
gene-HO397_00310	1701	1640.02	35	3.66336
gene-HO397_00315	879	734.512	919	214.772
gene-HO397_00320	765	558.028	241	74.1346
gene-HO397_00325	699	511.184	68	22.8345
gene-HO397_00330	1611	1583.72	109	11.8143
gene-HO397_00335	984	789.982	227	49.3252
gene-HO397_00340	1656	1601.46	252	27.0113
gene-HO397_00345	132	16.1249	18	191.618
gene-HO397_00350	1179	895.742	54	10.3483
gene-HO397_00355	606	368.567	143	66.6008
gene-HO397_00360	1401	1310.29	360	47.1622
gene-HO397_00365	1092	938.113	185	33.8514
gene-HO397_00370	1572	1381.09	240	29.8297
gene-HO397_00375	87	10.3607	0	0
gene-HO397_00380	945	582.879	31	9.12943
gene-HO397_00385	1725	1759.97	140	13.6547
gene-HO397_00390	492	278.952	79	48.6136
gene-HO397_00395	87	10.3607	0	0
gene-HO397_00400	1005	806.733	388	82.5585
gene-HO397_00405	459	232.191	757	559.642
gene-HO397_00410	942	844.43	804	163.438
gene-HO397_00415	366	154.733	431	478.139
gene-HO397_00420	1767	1634.62	1124	118.034
gene-HO397_00425	1488	1339.42	851	109.061
gene-HO397_00430	1359	1206.16	892	126.947
gene-HO397_00435	1083	962.065	623	111.159
gene-HO397_00440	1317	1074.84	955	152.518
gene-HO397_00445	1245	1072.22	1293	207.002
gene-HO397_00450	1068	974.858	870	153.193
gene-HO397_00455	1476	1361.8	1744	219.834
gene-HO397_00460	921	648.525	982	259.923
gene-HO397_00465	831	630.629	608	165.497
gene-HO397_00470	1263	1108.29	1640	254.009
gene-HO397_00475	1152	988.392	3670	637.377
gene-HO397_00480	918	627.582	7126	1949.11
gene-HO397_00485	513	292.116	423	248.568
