target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	8.75	27	429.739
gene-HO397_00010	2463	2357.25	2040	120.524
gene-HO397_00015	933	732.869	760	144.423
gene-HO397_00020	1287	1099.63	912	115.505
gene-HO397_00025	297	91.8619	90	136.445
gene-HO397_00030	777	514.045	186	50.3919
gene-HO397_00035	1431	1267.94	45	4.94267
gene-HO397_00040	954	758.973	2513	461.121
gene-HO397_00045	588	343.166	240	97.3994
gene-HO397_00050	567	356.293	133	51.9869
gene-HO397_00055	714	474.52	33	9.68521
gene-HO397_00060	405	181.814	3	2.29796
gene-HO397_00065	1917	1679.03	54366	4509.4
gene-HO397_00070	1131	944.924	4783	704.941
gene-HO397_00075	1113	923.628	610.6	92.0681
gene-HO397_00080	210	42.2541	48	158.206
gene-HO397_00085	1167	961.721	173	25.0522
gene-HO397_00090	900	668.205	47	9.79575
gene-HO397_00095	960	546.641	11	2.80246
gene-HO397_00100	1353	952.273	10	1.46247
gene-HO397_00105	1089	602.381	1	0.231195
gene-HO397_00110	698	455.68	107.246	32.777
gene-HO397_00115	347	131.06	0	0
gene-HO397_00120	264	69.3886	635	1274.49
gene-HO397_00125	219	45.9516	5	15.1537
gene-HO397_00130	942	723.092	1047	201.652
gene-HO397_00135	2817	2836.6	11199	549.832
gene-HO397_00140	495	274.237	1078	547.447
gene-HO397_00145	450	223.887	609	378.825
gene-HO397_00150	951	772.189	1744	314.537
gene-HO397_00155	915	699.111	317	63.1484
gene-HO397_00160	822	626.782	225	49.9937
gene-HO397_00165	1149	957.913	948	137.826
gene-HO397_00170	3222	3157.28	5057	223.064
gene-HO397_00175	396	173.525	24	19.2618
gene-HO397_00180	591	391.7	18	6.39983
gene-HO397_00185	786	546.362	21	5.35288
gene-HO397_00190	1554	1340.34	16	1.66248
gene-HO397_00195	1217	1044.01	23	3.06811
gene-HO397_00200	1143	989.078	22	3.09772
gene-HO397_00205	1515	1445.33	3	0.289071
gene-HO397_00210	771	562.759	4	0.98989
gene-HO397_00215	942	735.345	17	3.21964
gene-HO397_00220	1287	1065.27	10	1.30734
gene-HO397_00225	288	85.4593	0	0
gene-HO397_00230	1332	1166.43	15	1.79095
gene-HO397_00235	531	280.738	4	1.98431
gene-HO397_00240	1863	1691.25	82	6.75236
gene-HO397_00245	480	244.704	97	55.2052
gene-HO397_00250	843	652.318	416	88.8143
gene-HO397_00255	378	157.527	248	219.253
gene-HO397_00260	822	603.791	1057	243.802
gene-HO397_00265	990	778.292	1041	186.276
gene-HO397_00270	1287	1053.24	2357	311.661
gene-HO397_00275	2355	2178.26	3064	195.897
gene-HO397_00280	816	564.608	113	27.8728
gene-HO397_00285	660	475.857	173	50.6313
gene-HO397_00290	2907	2751.52	970	49.0963
gene-HO397_00295	2352	2230.51	333	20.7916
gene-HO397_00300	696	487.715	7	1.99886
gene-HO397_00305	1503	1419.4	58	5.69077
gene-HO397_00310	1701	1600.71	27	2.34909
gene-HO397_00315	879	684.788	880	178.968
gene-HO397_00320	765	552.427	545	137.395
gene-HO397_00325	699	475.257	81	23.7359
gene-HO397_00330	1611	1497.7	130	12.0884
gene-HO397_00335	984	780.051	267	47.6692
gene-HO397_00340	1656	1503.51	214	19.8224
gene-HO397_00345	132	17.8762	6	46.744
gene-HO397_00350	1179	889.437	70	10.9605
gene-HO397_00355	606	364.455	101	38.5946
gene-HO397_00360	1401	1230.97	234	26.474
gene-HO397_00365	1092	882.148	148	23.3652
gene-HO397_00370	1572	1352.18	148	15.2432
gene-HO397_00375	87	8.83333	0	0
gene-HO397_00380	945	580.595	32	7.67584
gene-HO397_00385	1725	1642.41	108	9.1578
gene-HO397_00390	492	248.168	50	28.0591
gene-HO397_00395	87	8.83333	0	0
gene-HO397_00400	1005	796.744	581	101.556
gene-HO397_00405	459	232.542	467	279.682
gene-HO397_00410	942	779.078	816	145.868
gene-HO397_00415	366	147.167	247	233.741
gene-HO397_00420	1767	1592.8	1228	107.371
gene-HO397_00425	1488	1321.42	1137	119.831
gene-HO397_00430	1359	1188.49	1287	150.81
gene-HO397_00435	1083	917.328	962	146.049
gene-HO397_00440	1317	1062.95	1309	171.504
gene-HO397_00445	1245	1019.74	1185	161.836
gene-HO397_00450	1068	934.631	908	135.299
gene-HO397_00455	1476	1298.77	1468	157.414
gene-HO397_00460	921	661.332	972	204.69
gene-HO397_00465	831	615.665	659	149.07
gene-HO397_00470	1263	1120.26	1635	203.258
gene-HO397_00475	1152	962.509	3712	537.097
gene-HO397_00480	918	627.156	10153	2254.59
gene-HO397_00485	513	285.792	493	240.24
gene-HO397_00490	2706	2529.45	3379	186.042
gene-HO397_00495	390	168.103	31	25.6823
gene-HO397_00500	198	37.5365	65	241.162
gene-HO397_00505	744	503.691	292	80.7362
gene-HO397_00510	621	387.733	150	53.8776
gene-HO397_00515	1044	753.878	617	113.981
gene-HO397_00520	1203	995.343	20	2.79838
gene-HO397_00525	1386	1210.18	42	4.83333
gene-HO397_00530	441	215.396	2	1.29313
gene-HO397_00535	894	647.652	211	45.3722
gene-HO397_00540	552	305.138	72	32.8614
gene-HO397_00545	855	629.881	107	23.6578
gene-HO397_00550	1374	1203.56	259	29.9696
gene-HO397_00555	765	561.508	227	56.3014
gene-HO397_00560	2664	2608.39	3640	194.347
gene-HO397_00565	1893	1724.33	4146	334.857
gene-HO397_00570	1425	1215.52	8476	971.133
gene-HO397_00575	1854	1649.14	55	4.64466
gene-HO397_00580	2598	2555.48	24447	1332.3
gene-HO397_00585	363	144.612	74	71.2653
gene-HO397_00590	795	502.533	890	246.646
gene-HO397_00595	867	628.26	787	174.455
gene-HO397_00600	348	131.849	95	100.345
gene-HO397_00605	1551	1439.17	122	11.8059
gene-HO397_00610	2391	2327.73	333	19.9233
gene-HO397_00615	537	314.619	510	225.753
gene-HO397_00620	663	433.331	1382	444.158
gene-HO397_00625	927	663.006	303	63.6465
gene-HO397_00630	771	559.502	248	61.7304
gene-HO397_00635	441	215.396	39	25.2161
gene-HO397_00640	1230	949.88	111	16.2744
gene-HO397_00645	381	160.083	604	525.462
gene-HO397_00650	903	611.984	43	9.78538
gene-HO397_00655	852	598.677	674	156.789
gene-HO397_00660	795	673.637	401	82.9026
gene-HO397_00665	1239	1010.25	0	0
gene-HO397_00670	597	316.859	4	1.7581
gene-HO397_00675	606	319.567	4	1.7432
gene-HO397_00680	570	280.285	3	1.49063
gene-HO397_00685	2598	2035.89	6	0.410436
gene-HO397_00690	741	462.774	2	0.601881
gene-HO397_00695	585	316.938	1	0.439415
gene-HO397_00700	480	252.691	21	11.5739
gene-HO397_00705	1419	1264.55	1342	147.797
gene-HO397_00710	927	670.331	82	17.0362
gene-HO397_00715	456	239.953	1514	878.717
gene-HO397_00720	705	433.731	187	60.0442
gene-HO397_00725	531	331.221	77	32.3759
gene-HO397_00730	2430	2217.39	431	27.0697
gene-HO397_00735	2535	2407.18	763	44.1433
gene-HO397_00740	435	209.61	346	229.886
gene-HO397_00745	1229	1000.25	0	0
gene-HO397_00750	1812	1548.97	2294	206.253
gene-HO397_00755	798	607.781	242	55.452
gene-HO397_00760	891	645.635	202	43.5726
gene-HO397_00765	1983	2035.24	298	20.3915
gene-HO397_00770	1281	1064.11	1905	249.32
gene-HO397_00775	1422	1317.89	234	24.7277
gene-HO397_00780	66	8.75	3	47.7488
gene-HO397_00785	345	129.353	638	686.898
gene-HO397_00790	624	415.435	200	67.0465
gene-HO397_00795	801	657.912	122	25.825
gene-HO397_00800	699	468.22	597	177.572
gene-HO397_00805	1518	1200.71	271	31.4325
gene-HO397_00810	1425	1208.79	2942	338.954
gene-HO397_00815	1158	935.951	76	11.3086
gene-HO397_00820	387	165.395	399	335.969
gene-HO397_00825	813	552.518	19	4.78912
gene-HO397_00830	825	628.086	1143	253.441
gene-HO397_00835	2673	2493.46	397	22.1736
gene-HO397_00840	795	522.826	673	179.27
gene-HO397_00845	726	472.8	14130	4162.11
gene-HO397_00850	852	565.841	6702	1649.53
gene-HO397_00855	726	542.899	831	213.173
gene-HO397_00860	558	280.77	1744	865.059
gene-HO397_00865	1197	939.549	513	76.0409
gene-HO397_00870	759	499.832	1111	309.556
gene-HO397_00875	858	653.423	869	185.214
gene-HO397_00880	1353	1158.68	3123	375.369
gene-HO397_00885	2433	2286.63	8194	499.056
gene-HO397_00890	486	242.129	1836	1056.03
gene-HO397_00895	1026	763.822	3394	618.827
gene-HO397_00900	456	229.682	665	403.222
gene-HO397_00905	789	552.023	950	239.671
gene-HO397_00910	1149	935.215	1016	151.297
gene-HO397_00915	597	364.66	280	106.935
gene-HO397_00920	3483	3509.98	3163	125.5
gene-HO397_00925	960	719.349	2065	399.788
gene-HO397_00930	2142	1959.03	162	11.5166
gene-HO397_00935	390	168.103	51	42.2516
gene-HO397_00940	1299	1120.15	247	30.7093
gene-HO397_00945	261	67.5052	259	534.333
gene-HO397_00950	201	38.7552	125	449.19
gene-HO397_00955	546	320.101	101	43.9425
gene-HO397_00960	423	198.476	36	25.2606
gene-HO397_00965	711	570.877	120	29.2744
gene-HO397_00970	825	545.562	32	8.16874
gene-HO397_00975	1719	1494.27	1947	181.463
gene-HO397_00980	708	457.2	324	98.6935
gene-HO397_00985	405	181.814	344	263.5
gene-HO397_00990	816	544.198	1035	264.87
gene-HO397_00995	654	417.773	408	136.01
gene-HO397_01000	1032	810.013	718	123.447
gene-HO397_01005	573	339.885	91	37.2871
rna-HO397_01010	1554	1600.8	792.579	68.9534
rna-HO397_01015	77	9.45455	15.6667	230.773
rna-HO397_01020	76	8.45455	25	411.812
rna-HO397_01025	2929	3189.83	1104.17	48.2076
rna-HO397_01030	116	15.4562	0.714286	6.43604
rna-HO397_01035	77	9.45455	0.666667	9.82013
gene-HO397_01040	804	568.853	39	9.54803
gene-HO397_01045	915	678.358	142	29.1527
gene-HO397_01050	801	666.332	1442	301.387
gene-HO397_01055	597	330.326	801	337.706
gene-HO397_01060	1359	1108.54	2761	346.869
gene-HO397_01065	756	426.847	83	27.0804
gene-HO397_01070	723	489.294	148	42.1251
gene-HO397_01075	468	253.196	100	55.0037
gene-HO397_01080	732	483.336	175	50.4241
rna-HO397_01085	77	9.45455	0.666667	9.82013
gene-HO397_01090	786	502.501	6	1.66289
gene-HO397_01095	698	453.214	34.1826	10.5039
gene-HO397_01100	372	152.351	1	0.914122
gene-HO397_01105	1137	763.177	2	0.364967
gene-HO397_01110	771	499.491	79	22.0266
gene-HO397_01115	474	245.513	64	36.3041
gene-HO397_01120	2445	2364.85	693	40.8112
gene-HO397_01125	579	306.414	523	237.707
gene-HO397_01130	768	580.348	293	70.3119
gene-HO397_01135	741	512.39	282	76.6474
gene-HO397_01140	279	79.1762	54	94.9836
gene-HO397_01145	261	67.5052	51	105.216
gene-HO397_01150	774	533.71	10	2.60942
gene-HO397_01155	498	235.775	20	11.8136
gene-HO397_01160	1740	1616.41	17	1.4647
gene-HO397_01165	786	537.679	4	1.03606
gene-HO397_01170	1056	814.724	196	33.5038
gene-HO397_01175	294	89.7023	23	35.7087
gene-HO397_01180	399	176.328	9	7.10839
gene-HO397_01185	453	226.751	11	6.75606
gene-HO397_01190	267	71.4158	3	5.85028
gene-HO397_01195	558	328.773	18	7.62475
gene-HO397_01200	1458	1248.71	1815	202.425
gene-HO397_01205	459	242.715	218	125.086
gene-HO397_01210	1245	1026.49	252	34.1895
gene-HO397_01215	402	179.054	1265	983.909
gene-HO397_01220	698	456.42	96.0949	29.3214
gene-HO397_01225	1038	740.151	12	2.25793
gene-HO397_01230	1104	875.519	934	148.57
gene-HO397_01235	1254	1050.6	779	103.264
rna-HO397_01240	76	8.45455	3	49.4174
gene-HO397_01245	411	187.474	26	19.3144
gene-HO397_01250	957	845.752	28	4.61067
gene-HO397_01255	2199	2250.83	55	3.40306
gene-HO397_01260	957	833.732	7	1.16929
gene-HO397_01265	690	506.109	8	2.20138
gene-HO397_01270	615	373.672	172	64.1044
gene-HO397_01275	213	43.4728	1	3.20355
gene-HO397_01280	330	117.051	32	38.0737
gene-HO397_01285	711	524.113	38	10.0974
gene-HO397_01290	1644	1349.21	28	2.89019
gene-HO397_01295	2526	2407.54	50	2.89232
gene-HO397_01300	669	473.386	15	4.41291
gene-HO397_01305	636	429.459	12	3.89143
gene-HO397_01310	543	256.013	3	1.63196
gene-HO397_01315	228	49.6551	0	0
gene-HO397_01320	141	20.7823	0	0
gene-HO397_01325	264	69.3886	4	8.02826
gene-HO397_01330	102	12.2314	3	34.1581
gene-HO397_01335	1233	972.968	3	0.42941
gene-HO397_01340	852	506.996	61	16.7562
gene-HO397_01345	129	17.3071	1	8.04682
gene-HO397_01350	594	349.263	2	0.797494
gene-HO397_01355	237	54.0791	0	0
gene-HO397_01360	1326	1039.72	14	1.87525
gene-HO397_01365	855	707.524	12	2.36205
gene-HO397_01370	720	501.295	123	34.1712
gene-HO397_01375	1428	1184.7	213	25.0393
gene-HO397_01380	696	495.623	108	30.3474
gene-HO397_01385	669	350.478	21	8.34465
gene-HO397_01390	1671	1516.3	464	42.6168
gene-HO397_01395	1473	1342.52	868	90.0428
gene-HO397_01400	588	392.368	369	130.973
gene-HO397_01405	2034	1905.13	796	58.1886
gene-HO397_01410	75	9.11111	0	0
gene-HO397_01415	1089	787.238	89	15.7447
gene-HO397_01420	933	753.042	49	9.06205
gene-HO397_01425	498	331.947	1	0.419546
gene-HO397_01430	606	314.614	10	4.42661
gene-HO397_01435	864	589.467	2	0.47252
gene-HO397_01440	1548	1332.25	14	1.4635
gene-HO397_01445	1419	1324.79	18	1.89223
gene-HO397_01450	297	91.8619	90	136.445
gene-HO397_01455	951	784.814	17	3.0167
gene-HO397_01460	1383	1194.61	130	15.1554
gene-HO397_01465	1050	880.466	53	8.38325
gene-HO397_01470	816	587.254	0	0
gene-HO397_01475	246	58.8703	6	14.194
gene-HO397_01480	672	433.518	23	7.38873
gene-HO397_01485	276	77.2447	15	27.0441
gene-HO397_01490	1587	1413.56	50	4.92613
gene-HO397_01495	891	714.835	12	2.33789
gene-HO397_01500	1170	1084.11	14	1.79847
gene-HO397_01505	1452	1431.47	8	0.778319
gene-HO397_01510	1887	1822.38	29	2.2162
gene-HO397_01515	1260	1093.78	32	4.07447
gene-HO397_01520	1284	1101.37	201	25.4162
gene-HO397_01525	900	768.524	83	15.0408
gene-HO397_01530	660	469.76	26	7.70809
