target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	11.3	25	322.691
gene-HO397_00010	2463	2378.21	1992	122.17
gene-HO397_00015	933	737.784	690	136.41
gene-HO397_00020	1287	1102.55	881	116.548
gene-HO397_00025	297	92.6599	72	113.335
gene-HO397_00030	777	515.644	195	55.1582
gene-HO397_00035	1431	1270.6	54	6.19881
gene-HO397_00040	954	769.685	2465	467.12
gene-HO397_00045	588	345.977	219	92.3255
gene-HO397_00050	567	359.767	131	53.1099
gene-HO397_00055	714	476.105	38	11.6414
gene-HO397_00060	405	182.849	2	1.59537
gene-HO397_00065	1917	1685.01	52670	4559.17
gene-HO397_00070	1131	950.363	4754	729.617
gene-HO397_00075	1113	925.9	572.6	90.2012
gene-HO397_00080	210	42.6946	51	174.23
gene-HO397_00085	1167	964.708	144	21.7717
gene-HO397_00090	900	671.305	45	9.77726
gene-HO397_00095	960	551.674	4	1.05755
gene-HO397_00100	1353	953.177	3	0.459064
gene-HO397_00105	1089	601.388	2	0.485066
gene-HO397_00110	698	459.009	102.291	32.5044
gene-HO397_00115	347	131.694	0	0
gene-HO397_00120	264	70.6572	600	1238.57
gene-HO397_00125	219	46.6086	5	15.6469
gene-HO397_00130	942	726.626	1091	218.997
gene-HO397_00135	2817	2851.44	10810	552.95
gene-HO397_00140	495	274.535	1005	533.942
gene-HO397_00145	450	225.191	604	391.211
gene-HO397_00150	951	777.061	1669	313.275
gene-HO397_00155	915	701.452	276	57.39
gene-HO397_00160	822	631.945	214	49.3924
gene-HO397_00165	1149	960.951	932	141.462
gene-HO397_00170	3222	3171.63	4843	222.719
gene-HO397_00175	396	174.561	29	24.2313
gene-HO397_00180	591	395.82	13	4.79039
gene-HO397_00185	786	548.214	12	3.19269
gene-HO397_00190	1554	1345.38	26	2.81873
gene-HO397_00195	1217	1046.59	28	3.90216
gene-HO397_00200	1143	992.845	19	2.79124
gene-HO397_00205	1515	1456.36	3	0.300454
gene-HO397_00210	771	564.098	4	1.03426
gene-HO397_00215	942	738.658	23	4.54161
gene-HO397_00220	1287	1070.95	10	1.36194
gene-HO397_00225	288	86.3438	1	1.68925
gene-HO397_00230	1332	1169.85	15	1.8702
gene-HO397_00235	531	283.817	7	3.59736
gene-HO397_00240	1863	1699.41	81	6.95205
gene-HO397_00245	480	247.503	83	48.9128
gene-HO397_00250	843	655.766	412	91.6376
gene-HO397_00255	378	158.321	241	222.025
gene-HO397_00260	822	608.741	1011	242.239
gene-HO397_00265	990	783.15	960	178.793
gene-HO397_00270	1287	1058.11	2285	314.977
gene-HO397_00275	2355	2189.48	2997	199.65
gene-HO397_00280	816	567.951	112	28.7629
gene-HO397_00285	660	475.614	173	53.0538
gene-HO397_00290	2907	2755.69	869	45.9955
gene-HO397_00295	2352	2240.82	306	19.9177
gene-HO397_00300	696	492.958	4	1.18352
gene-HO397_00305	1503	1428.81	51	5.20619
gene-HO397_00310	1701	1609.24	26	2.35656
gene-HO397_00315	879	686.29	851	180.862
gene-HO397_00320	765	553.442	468	123.339
gene-HO397_00325	699	475.756	89	27.2854
gene-HO397_00330	1611	1505.52	161	15.5978
gene-HO397_00335	984	783.751	253	47.0833
gene-HO397_00340	1656	1511.66	197	19.008
gene-HO397_00345	132	18.5485	3	23.5905
gene-HO397_00350	1179	890.183	66	10.8141
gene-HO397_00355	606	365.372	99	39.5208
gene-HO397_00360	1401	1240.56	240	28.2175
gene-HO397_00365	1092	890.136	142	23.2679
gene-HO397_00370	1572	1358.85	166	17.8182
gene-HO397_00375	87	10.215	0	0
gene-HO397_00380	945	584.429	32	7.98626
gene-HO397_00385	1725	1658.97	113	9.93492
gene-HO397_00390	492	249.019	53	31.0433
gene-HO397_00395	87	10.215	0	0
gene-HO397_00400	1005	798.173	526	96.1199
gene-HO397_00405	459	233.784	461	287.615
gene-HO397_00410	942	782.912	829	154.443
gene-HO397_00415	366	147.804	218	215.128
gene-HO397_00420	1767	1597.41	1199	109.478
gene-HO397_00425	1488	1326.11	1204	132.426
gene-HO397_00430	1359	1196.66	1154	140.656
gene-HO397_00435	1083	920.567	921	145.925
gene-HO397_00440	1317	1067.58	1259	172.008
gene-HO397_00445	1245	1025.14	1126	160.207
gene-HO397_00450	1068	941.416	914	141.609
gene-HO397_00455	1476	1305.29	1369	152.975
gene-HO397_00460	921	664.438	1000	219.518
