target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	10.72	422	661.992
gene-HO397_00010	2463	5944.35	1161	3.28445
gene-HO397_00015	933	4876.9	441	1.52065
gene-HO397_00020	1287	3368.17	424	2.11693
gene-HO397_00025	297	210.158	168	13.443
gene-HO397_00030	777	1943.16	184	1.59237
gene-HO397_00035	1431	2269.54	383	2.83789
gene-HO397_00040	954	2180.41	6101	47.0542
gene-HO397_00045	588	490.475	511	17.5202
gene-HO397_00050	567	688.6	188	4.5912
gene-HO397_00055	714	977.327	124	2.13362
gene-HO397_00060	405	264.166	86	5.47465
gene-HO397_00065	1917	2858.22	6938	40.82
gene-HO397_00070	1131	1668.39	429	4.32408
gene-HO397_00075	1113	2035.84	269.4	2.2253
gene-HO397_00080	210	723.475	41	0.953005
gene-HO397_00085	1167	1705.2	593	5.84809
gene-HO397_00090	900	1603.79	134	1.40505
gene-HO397_00095	960	762.178	139	3.06686
gene-HO397_00100	1353	2716.2	143	0.885339
gene-HO397_00105	1089	2174.28	126	0.974516
gene-HO397_00110	698	746.423	66.8972	1.50715
gene-HO397_00115	347	160.619	37	3.87383
gene-HO397_00120	264	97.0198	296	51.3058
gene-HO397_00125	219	64.3367	31	8.10286
gene-HO397_00130	942	1756.75	312	2.98663
gene-HO397_00135	2817	6347.94	1649	4.36841
gene-HO397_00140	495	360.181	117	5.46261
gene-HO397_00145	450	421.334	78	3.11317
gene-HO397_00150	951	1116.61	468	7.0482
gene-HO397_00155	915	1874.26	308	2.76348
gene-HO397_00160	822	1138.53	325	4.80038
gene-HO397_00165	1149	1680.1	364	3.64336
gene-HO397_00170	3222	5458.41	1089	3.35503
gene-HO397_00175	396	311.066	235	12.7043
gene-HO397_00180	591	502.694	195	6.52328
gene-HO397_00185	786	1010.94	104	1.72999
gene-HO397_00190	1554	3909.79	276	1.18711
gene-HO397_00195	1217	1815.95	274	2.53736
gene-HO397_00200	1143	2153.19	232	1.81193
gene-HO397_00205	1515	3942.24	308	1.31384
gene-HO397_00210	771	1021.78	143	2.3535
gene-HO397_00215	942	2389.72	126	0.886664
gene-HO397_00220	1287	1932.46	207	1.80134
gene-HO397_00225	288	184.347	26	2.37177
gene-HO397_00230	1332	2488.92	250	1.68913
gene-HO397_00235	531	543.228	73	2.25983
gene-HO397_00240	1863	3769.21	517	2.30662
gene-HO397_00245	480	555.492	119	3.6025
gene-HO397_00250	843	950.228	266	4.70749
gene-HO397_00255	378	276.196	117	7.12366
gene-HO397_00260	822	1744.85	242	2.33234
gene-HO397_00265	990	1266.09	263	3.49323
gene-HO397_00270	1287	2860.15	749	4.40381
gene-HO397_00275	2355	5478.55	1034	3.17388
gene-HO397_00280	816	2334.13	292	2.10374
gene-HO397_00285	660	830.466	112	2.26794
gene-HO397_00290	2907	4540.43	402	1.48889
gene-HO397_00295	2352	4475.95	408	1.53289
gene-HO397_00300	696	1294.03	145	1.88434
gene-HO397_00305	1503	2817.03	403	2.40574
gene-HO397_00310	1701	2805.67	391	2.34355
gene-HO397_00315	879	1667.13	758	7.646
gene-HO397_00320	765	1726.85	293	2.85331
gene-HO397_00325	699	912.612	121	2.22964
gene-HO397_00330	1611	3912.3	227	0.975729
gene-HO397_00335	984	1450.26	153	1.77411
gene-HO397_00340	1656	2202.32	372	2.84051
gene-HO397_00345	132	17.5881	712	680.764
gene-HO397_00350	1179	1511.44	246	2.73703
gene-HO397_00355	606	600.302	183	5.12645
gene-HO397_00360	1401	2668.99	315	1.98472
gene-HO397_00365	1092	2416.53	228	1.58664
gene-HO397_00370	1572	3070.18	375	2.05401
gene-HO397_00375	87	14.0804	62	74.0479
gene-HO397_00380	945	872.048	148	2.85402
gene-HO397_00385	1725	3264.13	410	2.11228
gene-HO397_00390	492	397.987	90	3.80284
gene-HO397_00395	87	14.0804	12	14.3319
gene-HO397_00400	1005	1229.26	1110	15.1849
gene-HO397_00405	459	385.817	693	30.2055
gene-HO397_00410	942	2013.34	916	7.65091
gene-HO397_00415	366	353.716	202	9.60355
gene-HO397_00420	1767	4075.32	3285	13.5553
gene-HO397_00425	1488	2880.03	1285	7.50312
gene-HO397_00430	1359	1887.5	1055	9.39941
