target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	12.8548	81	301.45
gene-HO397_00010	2463	2320.38	2526	52.0799
gene-HO397_00015	933	728.336	912	59.9046
gene-HO397_00020	1287	1145.56	1352	56.4619
gene-HO397_00025	297	55.0526	557	484.032
gene-HO397_00030	777	589.149	299	24.2797
gene-HO397_00035	1431	1264.32	194	7.34077
gene-HO397_00040	954	668.345	6101	436.714
gene-HO397_00045	588	309.88	664	102.511
gene-HO397_00050	567	279.35	325	55.6586
gene-HO397_00055	714	458.896	41	4.27432
gene-HO397_00060	405	123.308	18	6.98358
gene-HO397_00065	1917	1629.85	4801	140.923
gene-HO397_00070	1131	924.851	1618	83.6958
gene-HO397_00075	1113	957.411	414.6	20.717
gene-HO397_00080	210	42.6342	32	35.9078
gene-HO397_00085	1167	939.144	569	28.9852
gene-HO397_00090	900	693.033	201	13.8752
gene-HO397_00095	960	563.159	9	0.764554
gene-HO397_00100	1353	1065.03	0	0
gene-HO397_00105	1089	647.484	5	0.369435
gene-HO397_00110	698	431.538	20.9815	2.32602
gene-HO397_00115	347	78.6263	0	0
gene-HO397_00120	264	48.661	5258	5169.35
gene-HO397_00125	219	43.1972	50	55.3746
gene-HO397_00130	942	719.508	2635	175.203
gene-HO397_00135	2817	2887.45	8742	144.841
gene-HO397_00140	495	208.099	790	181.616
gene-HO397_00145	450	164.46	449	130.612
gene-HO397_00150	951	750.71	1013	64.5556
gene-HO397_00155	915	665.612	321	23.0718
gene-HO397_00160	822	588.934	592	48.0897
gene-HO397_00165	1149	921.961	3832	198.843
gene-HO397_00170	3222	3261.55	9150	134.213
gene-HO397_00175	396	115.549	238	98.5392
gene-HO397_00180	591	306.041	37	5.78388
gene-HO397_00185	786	541.035	8	0.707395
gene-HO397_00190	1554	1385.8	61	2.10585
gene-HO397_00195	1217	1042.75	65	2.98216
gene-HO397_00200	1143	921.042	191	9.92089
gene-HO397_00205	1515	1361.25	2	0.0702893
gene-HO397_00210	771	515.973	3	0.278158
gene-HO397_00215	942	716.5	21	1.40217
gene-HO397_00220	1287	1098.64	9	0.391909
gene-HO397_00225	288	52.9536	0	0
gene-HO397_00230	1332	1156.6	15	0.620448
gene-HO397_00235	531	243.575	19	3.73179
gene-HO397_00240	1863	1804.62	94	2.49194
gene-HO397_00245	480	193.478	276	68.2457
gene-HO397_00250	843	604.719	885	70.0143
gene-HO397_00255	378	100.704	326	154.87
gene-HO397_00260	822	578.167	2077	171.862
gene-HO397_00265	990	783.756	1543	94.185
gene-HO397_00270	1287	1026.6	2994	139.523
gene-HO397_00275	2355	2092.33	5544	126.762
gene-HO397_00280	816	520.061	432	39.7398
gene-HO397_00285	660	413.143	202	23.3909
gene-HO397_00290	2907	2731.33	998	17.4805
gene-HO397_00295	2352	2306.18	641	13.2972
gene-HO397_00300	696	444.039	13	1.40062
gene-HO397_00305	1503	1369.48	87	3.0392
gene-HO397_00310	1701	1665.14	25	0.718269
gene-HO397_00315	879	657.229	188	13.6848
gene-HO397_00320	765	545.45	375	32.8907
gene-HO397_00325	699	490.069	179	17.474
gene-HO397_00330	1611	1556.02	192	5.90314
gene-HO397_00335	984	768.12	217	13.5154
gene-HO397_00340	1656	1472.14	148	4.80961
gene-HO397_00345	132	29.5121	173	280.442
gene-HO397_00350	1179	913.064	282	14.7756
gene-HO397_00355	606	342.677	104	14.5193
gene-HO397_00360	1401	1283.64	159	5.92584
gene-HO397_00365	1092	853.373	117	6.55909
gene-HO397_00370	1572	1358.9	121	4.25987
gene-HO397_00375	87	18.9341	1	2.52669
gene-HO397_00380	945	584.645	91	7.44639
gene-HO397_00385	1725	1561.04	348	10.6651
gene-HO397_00390	492	205.198	120	27.9773
gene-HO397_00395	87	18.9341	0	0
gene-HO397_00400	1005	752.595	1323	84.0999
gene-HO397_00405	459	173.061	1343	371.256
gene-HO397_00410	942	785.97	1911	116.319
gene-HO397_00415	366	91.5332	301	157.32
gene-HO397_00420	1767	1662.27	1696	48.8113
gene-HO397_00425	1488	1300.69	1977	72.7157
gene-HO397_00430	1359	1163.36	1551	63.7815
gene-HO397_00435	1083	848.064	829	46.7652
gene-HO397_00440	1317	1054.44	1746	79.2174
gene-HO397_00445	1245	1024.22	1349	63.0109
gene-HO397_00450	1068	879.013	1376	74.8894
gene-HO397_00455	1476	1325.36	2153	77.7156
gene-HO397_00460	921	616.315	1362	105.723
gene-HO397_00465	831	544.308	1169	102.746
gene-HO397_00470	1263	1008.47	2125	100.807
gene-HO397_00475	1152	906.446	3238	170.896
gene-HO397_00480	918	623.107	11492	882.327
gene-HO397_00485	513	225.816	1155	244.694
gene-HO397_00490	2706	2588.12	8387	155.031
gene-HO397_00495	390	110.485	425	184.027
gene-HO397_00500	198	39.994	134	160.29
gene-HO397_00505	744	480.452	413	41.1242
gene-HO397_00510	621	314.322	296	45.052
gene-HO397_00515	1044	813.277	781	45.942
gene-HO397_00520	1203	954.725	95	4.76038
gene-HO397_00525	1386	1109.06	259	11.1723
gene-HO397_00530	441	155.973	31	9.50842
gene-HO397_00535	894	650.509	1307	96.1212
gene-HO397_00540	552	264.411	384	69.4783
gene-HO397_00545	855	585.6	270	22.0577
gene-HO397_00550	1374	1083.58	552	24.3711
gene-HO397_00555	765	564.723	7440	630.281
gene-HO397_00560	2664	2565.58	38912	725.596
gene-HO397_00565	1893	1821.19	19565	513.95
gene-HO397_00570	1425	1145.04	15834	661.557
gene-HO397_00575	1854	1691.01	139	3.93246
gene-HO397_00580	2598	2523.75	15433	292.55
gene-HO397_00585	363	89.301	500	267.862
gene-HO397_00590	795	499.278	1376	131.848
gene-HO397_00595	867	599.426	1449	115.646
gene-HO397_00600	348	79.2556	439	264.991
gene-HO397_00605	1551	1342.8	487	17.3506
gene-HO397_00610	2391	2306.52	4860	100.804
gene-HO397_00615	537	249.52	1378	264.205
gene-HO397_00620	663	380.476	2881	362.254
gene-HO397_00625	927	609.746	889	69.7508
gene-HO397_00630	771	573.384	489	40.8
gene-HO397_00635	441	155.973	128	39.2606
gene-HO397_00640	1230	930.463	421	21.6461
gene-HO397_00645	381	103.093	973	451.522
gene-HO397_00650	903	612.414	135	10.546
gene-HO397_00655	852	587.771	665	54.1265
gene-HO397_00660	795	639.614	470	35.1541
gene-HO397_00665	1239	785.901	4	0.243495
gene-HO397_00670	597	319.82	1	0.149586
gene-HO397_00675	606	289.859	16	2.64077
gene-HO397_00680	570	282.35	9	1.52494
gene-HO397_00685	2598	2082.36	37	0.850047
