target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	10.5294	422	670.614
gene-HO397_00010	2463	5924.29	1161	3.27914
gene-HO397_00015	933	4872.78	441	1.51435
gene-HO397_00020	1287	3365.31	424	2.10817
gene-HO397_00025	297	209.075	168	13.4453
gene-HO397_00030	777	1938.4	184	1.58833
gene-HO397_00035	1431	2263.73	383	2.831
gene-HO397_00040	954	2178.17	6101	46.8677
gene-HO397_00045	588	489.021	511	17.4847
gene-HO397_00050	567	688.795	188	4.56702
gene-HO397_00055	714	976.159	124	2.12552
gene-HO397_00060	405	263.499	86	5.46115
gene-HO397_00065	1917	2855.58	6938	40.6541
gene-HO397_00070	1131	1665.57	429	4.30983
gene-HO397_00075	1113	2039.22	269.4	2.21054
gene-HO397_00080	210	723.243	41	0.948559
gene-HO397_00085	1167	1700.4	593	5.83536
gene-HO397_00090	900	1602.55	134	1.39912
gene-HO397_00095	960	759.327	139	3.06302
gene-HO397_00100	1353	2710.54	143	0.882765
gene-HO397_00105	1089	2174.22	126	0.969689
gene-HO397_00110	698	698.286	70.4307	1.68769
gene-HO397_00115	347	159.615	37	3.87876
gene-HO397_00120	264	96.9057	296	51.1101
gene-HO397_00125	219	64.4368	31	8.04994
gene-HO397_00130	942	1756.53	312	2.97211
gene-HO397_00135	2817	6344.81	1649	4.34877
gene-HO397_00140	495	359.269	117	5.44918
gene-HO397_00145	450	369.71	78	3.53019
gene-HO397_00150	951	1114.63	468	7.02555
gene-HO397_00155	915	1870.02	308	2.75594
gene-HO397_00160	822	1123.68	325	4.83955
gene-HO397_00165	1149	1678.18	364	3.62934
gene-HO397_00170	3222	5456.06	1089	3.33975
gene-HO397_00175	396	309.46	235	12.7065
gene-HO397_00180	591	502.307	195	6.49576
gene-HO397_00185	786	1008.72	104	1.72515
gene-HO397_00190	1554	3903.7	276	1.18303
gene-HO397_00195	1217	1813.74	274	2.52778
gene-HO397_00200	1143	2148.84	232	1.80655
gene-HO397_00205	1515	3934.99	308	1.3097
gene-HO397_00210	771	1021.07	143	2.34339
gene-HO397_00215	942	2387.25	126	0.883155
gene-HO397_00220	1287	1933.79	207	1.79112
gene-HO397_00225	288	183.487	26	2.37101
gene-HO397_00230	1332	2490.01	250	1.67998
gene-HO397_00235	531	545.127	73	2.24073
gene-HO397_00240	1863	3766.36	517	2.29685
gene-HO397_00245	480	554.614	119	3.59022
gene-HO397_00250	843	948.224	266	4.69391
gene-HO397_00255	378	275.163	117	7.11476
gene-HO397_00260	822	1743.38	242	2.32267
gene-HO397_00265	990	1264.04	263	3.48146
gene-HO397_00270	1287	2852.21	749	4.39404
gene-HO397_00275	2355	5467.39	1034	3.1645
gene-HO397_00280	816	2327.45	292	2.09926
gene-HO397_00285	660	827.849	112	2.26377
gene-HO397_00290	2907	4533.28	402	1.48381
gene-HO397_00295	2352	4469.42	408	1.52747
gene-HO397_00300	696	1279.29	145	1.89655
gene-HO397_00305	1503	2819	403	2.39208
gene-HO397_00310	1701	2806.07	391	2.33154
gene-HO397_00315	879	1664.66	758	7.61919
gene-HO397_00320	765	1722.99	293	2.84544
gene-HO397_00325	699	910.416	121	2.22387
gene-HO397_00330	1611	3909.27	227	0.971615
gene-HO397_00335	984	1449.01	153	1.76679
gene-HO397_00340	1656	2201.85	372	2.82696
gene-HO397_00345	132	17.3802	712	685.473
gene-HO397_00350	1179	1507.26	246	2.73093
gene-HO397_00355	606	597.544	183	5.12443
gene-HO397_00360	1401	2666.7	315	1.97652
gene-HO397_00365	1092	2413.25	228	1.58088
gene-HO397_00370	1572	3067.72	375	2.04541
gene-HO397_00375	87	13.6736	62	75.8704
gene-HO397_00380	945	870.989	148	2.84324
gene-HO397_00385	1725	3262.86	410	2.10257
gene-HO397_00390	492	395.58	90	3.80691
gene-HO397_00395	87	13.6736	12	14.6846
gene-HO397_00400	1005	1231.36	1110	15.0836
gene-HO397_00405	459	387.436	693	29.9294
gene-HO397_00410	942	2012.12	916	7.6174
gene-HO397_00415	366	351.665	202	9.61141
gene-HO397_00420	1767	4073.97	3285	13.4922
gene-HO397_00425	1488	2875.28	1285	7.47805
gene-HO397_00430	1359	1888.48	1055	9.34769
gene-HO397_00435	1083	2119.56	943	7.44442
gene-HO397_00440	1317	1679.1	1063	10.5931
gene-HO397_00445	1245	2160.48	682	5.282
gene-HO397_00450	1068	1483.31	792	8.93425
gene-HO397_00455	1476	2415.1	1260	8.7297
gene-HO397_00460	921	905.462	954	17.6296
gene-HO397_00465	831	885.155	421	7.95843
gene-HO397_00470	1263	2492.51	1114	7.47846
gene-HO397_00475	1152	2423.92	4514	31.1607
gene-HO397_00480	918	920.247	8726	158.663
gene-HO397_00485	513	410.845	535	21.7891
gene-HO397_00490	2706	7032.69	2837	6.74997
gene-HO397_00495	390	223.248	115	8.61935
gene-HO397_00500	198	48.9024	121	41.4019
gene-HO397_00505	744	802.255	233	4.85969
gene-HO397_00510	621	1129.39	153	2.26679
gene-HO397_00515	1044	2566.21	417	2.719
gene-HO397_00520	1203	2246.94	180	1.34044
gene-HO397_00525	1386	2373.47	207	1.45932
