target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	14.4762	191	439.79
gene-HO397_00010	2463	2315.41	4199	60.4483
gene-HO397_00015	933	729.174	1399	63.9518
gene-HO397_00020	1287	1157.97	2223	63.9896
gene-HO397_00025	297	62.5642	837	445.929
gene-HO397_00030	777	598.409	388	21.6123
gene-HO397_00035	1431	1264.43	262	6.90674
gene-HO397_00040	954	666.462	8668	433.521
gene-HO397_00045	588	306.422	905	98.4453
gene-HO397_00050	567	279.925	408	48.583
gene-HO397_00055	714	484.243	54	3.71703
gene-HO397_00060	405	125.328	25	6.64902
gene-HO397_00065	1917	1630.78	7158	146.307
gene-HO397_00070	1131	936.604	255	9.07508
gene-HO397_00075	1113	975.177	615.8	21.0486
gene-HO397_00080	210	46.3644	82	58.9516
gene-HO397_00085	1167	939.111	787	27.9334
gene-HO397_00090	900	698.485	212	10.1168
gene-HO397_00095	960	545.668	16	0.977367
gene-HO397_00100	1353	952.172	7	0.245047
gene-HO397_00105	1089	616.89	5	0.270165
gene-HO397_00110	698	428.19	35.457	2.76015
gene-HO397_00115	347	83.8638	1	0.397458
gene-HO397_00120	264	55.2224	6579	3971.1
gene-HO397_00125	219	48.1011	100	69.2965
gene-HO397_00130	942	715.441	4275	199.172
gene-HO397_00135	2817	2920.67	13822	157.745
gene-HO397_00140	495	208.762	1221	194.953
gene-HO397_00145	450	165.274	747	150.655
gene-HO397_00150	951	757.093	1468	64.6313
gene-HO397_00155	915	677.875	564	27.7329
gene-HO397_00160	822	591.529	991	55.8424
gene-HO397_00165	1149	910.66	5874	215.003
gene-HO397_00170	3222	3298.15	13391	135.335
gene-HO397_00175	396	118.069	361	101.915
gene-HO397_00180	591	312.244	43	4.59029
gene-HO397_00185	786	547.039	13	0.79212
gene-HO397_00190	1554	1400.27	99	2.35662
gene-HO397_00195	1217	1072.22	132	4.10351
gene-HO397_00200	1143	928.132	292	10.4867
gene-HO397_00205	1515	1389.4	3	0.0719716
gene-HO397_00210	771	526.192	1	0.0633464
gene-HO397_00215	942	720.633	27	1.24887
gene-HO397_00220	1287	1099.06	15	0.454919
gene-HO397_00225	288	60.3991	1	0.551869
gene-HO397_00230	1332	1152.07	17	0.491855
gene-HO397_00235	531	244.162	17	2.3208
gene-HO397_00240	1863	1826.9	162	2.95575
gene-HO397_00245	480	194.105	391	67.1439
