target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	14.0769	83	281.296
gene-HO397_00010	2463	2670.74	2999	53.572
gene-HO397_00015	933	784.306	660	40.1469
gene-HO397_00020	1287	1850.83	1090	28.0965
gene-HO397_00025	297	78.2985	441	268.707
gene-HO397_00030	777	910.281	362	18.9726
gene-HO397_00035	1431	1259.1	1296	49.1065
gene-HO397_00040	954	792.734	2254	135.65
gene-HO397_00045	588	343.569	329	45.6852
gene-HO397_00050	567	332.987	408	58.4556
gene-HO397_00055	714	785.913	677	41.0968
gene-HO397_00060	405	179.97	339	89.8653
gene-HO397_00065	1917	2234.64	5641	120.432
gene-HO397_00070	1131	971.742	1035	50.8139
gene-HO397_00075	1113	1733.04	929.2	25.5796
gene-HO397_00080	210	31.1405	165	252.786
gene-HO397_00085	1167	1036.37	859	39.5431
gene-HO397_00090	900	1268.68	499	18.7646
gene-HO397_00095	960	657.415	787	57.1122
gene-HO397_00100	1353	1116.33	890	38.0357
gene-HO397_00105	1089	749.272	639	40.6869
gene-HO397_00110	698	512.742	24.823	2.30967
gene-HO397_00115	347	123.167	404	156.487
gene-HO397_00120	264	54.1574	2158	1901.02
gene-HO397_00125	219	32.5007	229	336.153
gene-HO397_00130	942	836.832	756	43.1
gene-HO397_00135	2817	4379.83	2904	31.6324
gene-HO397_00140	495	242.496	339	66.6941
gene-HO397_00145	450	224.714	331	70.2734
gene-HO397_00150	951	750.71	972	61.7714
gene-HO397_00155	915	777.978	524	32.1334
gene-HO397_00160	822	626.186	1003	76.4171
gene-HO397_00165	1149	999.348	1830	87.363
gene-HO397_00170	3222	3444.65	3245	44.9431
gene-HO397_00175	396	171.036	652	181.867
gene-HO397_00180	591	436.684	1448	158.196
gene-HO397_00185	786	531.101	707	63.5091
gene-HO397_00190	1554	1631.45	1401	40.9692
gene-HO397_00195	1217	1415.26	716	24.1363
gene-HO397_00200	1143	1055.74	801	36.1967
gene-HO397_00205	1515	2400.18	1217	24.1902
gene-HO397_00210	771	1027.01	805	37.3949
gene-HO397_00215	942	730.562	283	18.4809
gene-HO397_00220	1287	1356.53	832	29.261
gene-HO397_00225	288	71.2326	128	85.7283
gene-HO397_00230	1332	1183.09	918	37.0186
gene-HO397_00235	531	297.799	430	68.8873
gene-HO397_00240	1863	2301.28	1455	30.1638
gene-HO397_00245	480	273.256	593	103.533
gene-HO397_00250	843	644.319	677	50.1281
gene-HO397_00255	378	153.274	363	112.988
gene-HO397_00260	822	671.024	663	47.1377
gene-HO397_00265	990	862.726	953	52.7003
gene-HO397_00270	1287	1127.15	1146	48.5062
gene-HO397_00275	2355	2560.4	2056	38.3096
gene-HO397_00280	816	569.994	804	67.2944
gene-HO397_00285	660	474.445	341	34.2896
gene-HO397_00290	2907	2725.93	1232	21.562
gene-HO397_00295	2352	2476.5	1205	23.2135
gene-HO397_00300	696	488.335	423	41.3253
gene-HO397_00305	1503	2507.41	749	14.2511
gene-HO397_00310	1701	1915.75	973	24.2308
gene-HO397_00315	879	657.965	20323	1473.6
gene-HO397_00320	765	566.033	542	45.6826
gene-HO397_00325	699	523.219	565	51.5179
gene-HO397_00330	1611	2657	576	10.3425
gene-HO397_00335	984	781.907	626	38.1955
gene-HO397_00340	1656	1465.55	1214	39.5195
gene-HO397_00345	132	17.403	99	271.397
gene-HO397_00350	1179	972.779	868	42.5695
gene-HO397_00355	606	389.576	699	85.6009
gene-HO397_00360	1401	1307.57	1545	56.371
gene-HO397_00365	1092	1257.27	1038	39.3879
gene-HO397_00370	1572	1399.86	1844	62.845
gene-HO397_00375	87	13.931	91	311.639
gene-HO397_00380	945	666.576	1051	75.2222
gene-HO397_00385	1725	1891.51	2161	54.5055
gene-HO397_00390	492	269.54	748	132.395
gene-HO397_00395	87	13.931	26	89.0396
gene-HO397_00400	1005	788.602	961	58.1379
gene-HO397_00405	459	237.418	545	109.516
gene-HO397_00410	942	1052.39	916	41.5251
gene-HO397_00415	366	141.532	301	101.463
gene-HO397_00420	1767	1997.07	1045	24.9641
gene-HO397_00425	1488	1285.14	842	31.2575
gene-HO397_00430	1359	1161.69	818	33.5935
gene-HO397_00435	1083	958.065	770	38.3433
gene-HO397_00440	1317	1058.09	906	40.8506
gene-HO397_00445	1245	1216.5	813	31.884
gene-HO397_00450	1068	963.908	971	48.0592
gene-HO397_00455	1476	1707.32	1260	35.2085
gene-HO397_00460	921	648.744	694	51.0363
gene-HO397_00465	831	610.798	627	48.9738
gene-HO397_00470	1263	1204.83	1236	48.9424
gene-HO397_00475	1152	1229.34	2653	102.958
gene-HO397_00480	918	687.063	3170	220.118
gene-HO397_00485	513	273.204	742	129.572
gene-HO397_00490	2706	2901.02	2342	38.515
gene-HO397_00495	390	165.103	1073	310.055
gene-HO397_00500	198	28.553	350	584.803
gene-HO397_00505	744	487.195	439	42.9888
gene-HO397_00510	621	402.344	316	37.47
gene-HO397_00515	1044	1039.45	1130	51.8643
gene-HO397_00520	1203	1288.29	543	20.1085
gene-HO397_00525	1386	1181.5	423	17.0805
gene-HO397_00530	441	215.736	207	45.7763
gene-HO397_00535	894	675.021	979	69.1925
gene-HO397_00540	552	351.582	308	41.7944
gene-HO397_00545	855	634.532	1052	79.0961
gene-HO397_00550	1374	1192.73	2095	83.7986
gene-HO397_00555	765	640.075	759	56.5723
gene-HO397_00560	2664	3063.02	8068	125.663
gene-HO397_00565	1893	2341.05	4167	84.9192
gene-HO397_00570	1425	1195.83	5614	223.974
gene-HO397_00575	1854	1771.7	1168	31.4518
gene-HO397_00580	2598	2757.77	11282	195.174
gene-HO397_00585	363	138.616	491	168.99
gene-HO397_00590	795	577.797	693	57.2205
gene-HO397_00595	867	687.975	966	66.9881
gene-HO397_00600	348	124.13	278	106.847
gene-HO397_00605	1551	1453.55	1477	48.478
gene-HO397_00610	2391	2322.05	2808	57.6923
gene-HO397_00615	537	563.675	380	32.1624
gene-HO397_00620	663	665.505	1577	113.051
gene-HO397_00625	927	672.193	1191	84.5301
gene-HO397_00630	771	942.782	494	24.9982
