target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	17.6667	39	272.279
gene-HO397_00010	2463	2315.31	2095	111.604
gene-HO397_00015	933	755.949	906	147.822
gene-HO397_00020	1287	1107.01	1020	113.645
gene-HO397_00025	297	105.694	137	159.873
gene-HO397_00030	777	532.54	149	34.5094
gene-HO397_00035	1431	1372.08	59	5.30367
gene-HO397_00040	954	709.414	2588	449.954
gene-HO397_00045	588	350.847	236	82.9656
gene-HO397_00050	567	390.612	145	45.7853
gene-HO397_00055	714	490.257	8	2.01266
gene-HO397_00060	405	201.481	7	4.28518
gene-HO397_00065	1917	1626.86	43189	3274.36
gene-HO397_00070	1131	959.575	4507	579.312
gene-HO397_00075	1113	1066.83	790.6	91.4037
gene-HO397_00080	210	47.5846	47	121.825
gene-HO397_00085	1167	1014.84	233	28.318
gene-HO397_00090	900	663.541	83	15.4282
gene-HO397_00095	960	526.878	4	0.936384
gene-HO397_00100	1353	962.357	9	1.15348
gene-HO397_00105	1089	594.16	1	0.207587
gene-HO397_00110	698	504.832	61.8104	15.1014
gene-HO397_00115	347	148.082	1	0.832915
gene-HO397_00120	264	80.735	416	635.529
gene-HO397_00125	219	52.3183	19	44.7923
gene-HO397_00130	942	751.104	1723	282.936
gene-HO397_00135	2817	2840.11	14487	629.141
gene-HO397_00140	495	301.033	787	322.451
gene-HO397_00145	450	254.055	770	373.824
gene-HO397_00150	951	835.691	2928	432.145
gene-HO397_00155	915	719.761	331	56.721
gene-HO397_00160	822	675.695	208	37.9679
gene-HO397_00165	1149	980.061	2135	268.688
gene-HO397_00170	3222	3127.89	6919	272.833
gene-HO397_00175	396	192.981	24	15.3391
gene-HO397_00180	591	439.512	31	8.69951
gene-HO397_00185	786	585.896	3	0.631545
gene-HO397_00190	1554	1398.84	28	2.46885
gene-HO397_00195	1217	1058.06	44	5.12916
gene-HO397_00200	1143	1039.66	24	2.84723
gene-HO397_00205	1515	1590.48	4	0.310195
gene-HO397_00210	771	574.557	7	1.50269
gene-HO397_00215	942	753.927	19	3.10834
gene-HO397_00220	1287	1111.98	9	0.998272
gene-HO397_00225	288	98.5948	1	1.25098
gene-HO397_00230	1332	1270.86	7	0.679368
gene-HO397_00235	531	330.75	7	2.61037
gene-HO397_00240	1863	1742.58	108	7.64426
gene-HO397_00245	480	256.85	127	60.9856
gene-HO397_00250	843	702.06	417	73.2598
gene-HO397_00255	378	205.922	352	210.835
gene-HO397_00260	822	614.35	1351	271.234
gene-HO397_00265	990	834.059	880	130.134
gene-HO397_00270	1287	1044.84	1697	200.326
gene-HO397_00275	2355	2210.33	3892	217.179
gene-HO397_00280	816	605.999	51	10.3801
gene-HO397_00285	660	531.043	427	99.175
gene-HO397_00290	2907	2632.3	1587	74.3611
gene-HO397_00295	2352	2268.21	495	26.9169
gene-HO397_00300	696	551.709	19	4.24763
gene-HO397_00305	1503	1459.22	40	3.38098
gene-HO397_00310	1701	1649.48	38	2.84146
gene-HO397_00315	879	748.041	515	84.9153
gene-HO397_00320	765	575.784	169	36.2018
gene-HO397_00325	699	521.271	127	30.05
gene-HO397_00330	1611	1551.74	145	11.5253
gene-HO397_00335	984	792.286	331	51.5288
